region	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Asia	Asia	Asia	Asia	Asia	Asia	Asia	America	America	America	America	America	America	America	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Other	Other	Other	Other	Other	Other	Other
Damages to human health caused by climate change (H.A) | ECOINDICATOR 99 (H.A) | Damages to human health caused by climate change (H.A)	0.0330469709608	0.00824232277395	0.00607175348567	0	0	0	0	0.039354510082	0.00947114981627	0.00735847186497	0	0	0	0	0.0429810977881	5.10986169404e-05	3.29977411682e-05	0	0	0	0	0.0242218786642	0.000647589070498	0.000199344947104	0	0	0	0	0.102424901229	1.72765709578e-05	0.000944749225774	0	0	0	0	0.0771999414234	0.000184510855915	0.000386489973972	0	0	0	0
Damage to Ecosystem Quality caused by ecotoxic emissions (H.A) | ECOINDICATOR 99 (H.A) | Damage to Ecosystem Quality caused by ecotoxic emissions (H.A)	1320.51758669	145.574497943	131.596910502	0	0	0	0	4395.16218754	259.047171176	182.001979245	0	0	0	0	921.540294411	0.0495728140031	0.0664253054731	0	0	0	0	449.357164926	9.31835284154	2.37077468387	0	0	0	0	8379.11029864	0.121617801308	73.1049203546	0	0	0	0	4993.02264524	24.0759599554	23.3286093715	0	0	0	0
Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (H.A) | ECOINDICATOR 99 (H.A) | Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (H.A)	2743.17525405	274.354685413	228.401512695	0	0	0	0	3224.65723825	424.889744957	306.315066494	0	0	0	0	2942.00022224	1.22451318753	0.822707821881	0	0	0	0	1868.27014824	49.5265406918	14.7356213547	0	0	0	0	10111.5818116	0.551328676636	95.8142665897	0	0	0	0	5070.04882455	11.0594808452	20.8278068202	0	0	0	0
Carcinogenic effects on humans (E.E) | ECOINDICATOR 99 (E.E) | Carcinogenic effects on humans (E.E)	0.00253793763494	0.000273743848569	0.000234093153705	0	0	0	0	0.01177404075	0.000425807696416	0.000311918625794	0	0	0	0	0.000932713770743	8.80168403472e-08	1.33948045704e-07	0	0	0	0	0.000218408950058	2.07648402735e-05	5.26626824747e-06	0	0	0	0	0.0199812874595	2.78371111293e-07	0.000160099972765	0	0	0	0	0.0130287292528	3.45431373554e-05	3.66074710019e-05	0	0	0	0
Respiratory effects on humans caused by organic substances (E.E) | ECOINDICATOR 99 (E.E) | Respiratory effects on humans caused by organic substances (E.E)	0.148187480611	0.00957461318129	0.0037575216389	0	0	0	0	1.32816971356	0.110751607177	0.105916271832	0	0	0	0	0.119216274428	5.7283797759e-06	4.79238469419e-05	0	0	0	0	0.0717310878291	0.0113633452152	0.00285031203361	0	0	0	0	5.85729293741	0.000125148552573	0.0887590449109	0	0	0	0	0.970871090087	0.00677514856049	0.0104919915865	0	0	0	0
Respiratory effects on humans caused by inorganic substances (E.E) | ECOINDICATOR 99 (E.E) | Respiratory effects on humans caused by inorganic substances (E.E)	0.0454129946495	0.00489792281705	0.00376320460025	0	0	0	0	0.0723658443362	0.00960581723122	0.00728286300231	0	0	0	0	0.0432025644397	1.97532630761e-05	1.34884478474e-05	0	0	0	0	0.0272132172874	0.000832334513285	0.000245308599191	0	0	0	0	0.190182693741	9.51675182381e-06	0.00197802535786	0	0	0	0	0.0830771894224	0.000400715319503	0.000546520298229	0	0	0	0
Damages to human health caused by climate change (E.E) | ECOINDICATOR 99 (E.E) | Damages to human health caused by climate change (E.E)	0.0330469709608	0.00824232277395	0.00607175348567	0	0	0	0	0.039354510082	0.00947114981627	0.00735847186497	0	0	0	0	0.0429810977881	5.10986169404e-05	3.29977411682e-05	0	0	0	0	0.0242218786642	0.000647589070498	0.000199344947104	0	0	0	0	0.102424901229	1.72765709578e-05	0.000944749225774	0	0	0	0	0.0771999414234	0.000184510855915	0.000386489973972	0	0	0	0
Damage to Ecosystem Quality caused by ecotoxic emissions (E.E)) | ECOINDICATOR 99 (E.E) | Damage to Ecosystem Quality caused by ecotoxic emissions (E.E))	1320.51758669	145.574497943	131.596910502	0	0	0	0	4395.16218754	259.047171176	182.001979245	0	0	0	0	921.540294411	0.0495728140031	0.0664253054731	0	0	0	0	449.357164926	9.31835284154	2.37077468387	0	0	0	0	8379.11029864	0.121617801308	73.1049203546	0	0	0	0	4993.02264524	24.0759599554	23.3286093715	0	0	0	0
Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (E.E) | ECOINDICATOR 99 (E.E) | Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (E.E)	2743.17525405	274.354685413	228.401512695	0	0	0	0	3224.65723825	424.889744957	306.315066494	0	0	0	0	2942.00022224	1.22451318753	0.822707821881	0	0	0	0	1868.27014824	49.5265406918	14.7356213547	0	0	0	0	10111.5818116	0.551328676636	95.8142665897	0	0	0	0	5070.04882455	11.0594808452	20.8278068202	0	0	0	0
Carcinogenic effects on humans (I.I) | ECOINDICATOR 99 (I.I) | Carcinogenic effects on humans (I.I)	0.000547740881499	4.08854143544e-05	3.11234829681e-05	0	0	0	0	0.00261474076623	4.44189303861e-05	2.59047009555e-05	0	0	0	0	0.000196936001781	1.03533100219e-08	9.37094593053e-09	0	0	0	0	2.71321902324e-05	8.26178645164e-07	2.14633944945e-07	0	0	0	0	0.00299634852438	2.06765474075e-08	5.99843010647e-06	0	0	0	0	0.0031673161979	2.51621036521e-06	2.40642076258e-06	0	0	0	0
Respiratory effects on humans caused by organic substances (I.I) | ECOINDICATOR 99 (I.I) | Respiratory effects on humans caused by organic substances (I.I)	0.000611696486	1.07877586415e-05	5.96700761478e-06	0	0	0	0	0.00251981896651	0.000133796962215	0.000147926669802	0	0	0	0	0.00110763663551	2.62886128171e-08	1.15578829153e-07	0	0	0	0	0.000489937098568	3.42665176499e-05	8.60329722432e-06	0	0	0	0	0.0145207004226	2.83962942398e-07	0.000193033073197	0	0	0	0	0.00412062657238	1.68362980123e-06	1.30078316788e-05	0	0	0	0
Respiratory effects on humans caused by inorganic substances (I.I) | ECOINDICATOR 99 (I.I) | Respiratory effects on humans caused by inorganic substances (I.I)	0.112243192862	0.00764888754667	0.0029960568442	0	0	0	0	0.985642998962	0.0834233436213	0.0793237706224	0	0	0	0	0.0890797910105	5.17228677086e-06	3.57111110209e-05	0	0	0	0	0.053581677254	0.00832260839801	0.00208861121965	0	0	0	0	4.292681802	9.19883769752e-05	0.0649964790314	0	0	0	0	0.714964029036	0.00517474738173	0.00786652142986	0	0	0	0
Damages to human health caused by climate change (I.I) | ECOINDICATOR 99 (I.I) | Damages to human health caused by climate change (I.I)	0.0314917318539	0.00785691226217	0.00578826225697	0	0	0	0	0.0377318365838	0.00905007865786	0.0070342191949	0	0	0	0	0.0409658465631	4.87503404829e-05	3.15075826506e-05	0	0	0	0	0.0230831525138	0.000617836150968	0.000190157561187	0	0	0	0	0.0985796275755	1.65180295495e-05	0.000915704325005	0	0	0	0	0.0736902244791	0.000175811350743	0.000368944333054	0	0	0	0
Damage to Ecosystem Quality caused by ecotoxic emissions (I.I) | ECOINDICATOR 99 (I.I) | Damage to Ecosystem Quality caused by ecotoxic emissions (I.I)	220.552510363	28.4169334493	26.8822623047	0	0	0	0	687.428936529	46.2922216036	34.0387752947	0	0	0	0	154.304179993	0.0104031889798	0.0143922533153	0	0	0	0	78.4208969085	2.08140233308	0.529051455195	0	0	0	0	1549.53726707	0.0260189382421	16.1037638603	0	0	0	0	749.212638377	4.28032923985	4.32489702501	0	0	0	0
Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (I.I) | ECOINDICATOR 99 (I.I) | Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (I.I)	2743.17525405	274.354685413	228.401512695	0	0	0	0	3224.65723825	424.889744957	306.315066494	0	0	0	0	2942.00022224	1.22451318753	0.822707821881	0	0	0	0	1868.27014824	49.5265406918	14.7356213547	0	0	0	0	10111.5818116	0.551328676636	95.8142665897	0	0	0	0	5070.04882455	11.0594808452	20.8278068202	0	0	0	0
Unused Domestic Extraction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Consumption Green - Agriculture	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Consumption Blue - Agriculture	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Consumption Blue - Livestock	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Consumption Blue - Manufacturing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Consumption Blue - Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Consumption Blue - Domestic	0.00148666091995	0	0	0	0	0	0	0.00374784364294	0	0	0	0	0	0	0.00179233419797	0	0	0	0	0	0	0.000720433199369	0	0	0	0	0	0	0.00424937879025	0	0	0	0	0	0	0.00964217358187	0	0	0	0	0	0
Water Consumption Blue - Total	0.00148666091995	0	0	0	0	0	0	0.00374784364294	0	0	0	0	0	0	0.00179233419797	0	0	0	0	0	0	0.000720433199369	0	0	0	0	0	0	0.00424937879025	0	0	0	0	0	0	0.00964217358187	0	0	0	0	0	0
Water Withdrawal Blue - Manufacturing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Withdrawal Blue - Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Withdrawal Blue - Domestic	0.00911395230008	0	0	0	0	0	0	0.0263248438914	0	0	0	0	0	0	0.011149138058	0	0	0	0	0	0	0.00789120261089	0	0	0	0	0	0	0.0311965543174	0	0	0	0	0	0	0.035664588509	0	0	0	0	0	0
Water Withdrawal Blue - Total	0.00911395230008	0	0	0	0	0	0	0.0263248438914	0	0	0	0	0	0	0.011149138058	0	0	0	0	0	0	0.00789120261089	0	0	0	0	0	0	0.0311965543174	0	0	0	0	0	0	0.035664588509	0	0	0	0	0	0
Carbon dioxide (CO2) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	0.154595980109	0.0384881611877	0.0283264921591	0	0	0	0	0.15968090737	0.0419058329132	0.0322156004026	0	0	0	0	0.198424806881	0.00023453190211	0.000148669301271	0	0	0	0	0.11219557273	0.00291222355555	0.000902720374688	0	0	0	0	0.370650321703	7.55295104975e-05	0.00270725411951	0	0	0	0	0.346228007435	0.000864474477222	0.00172909346147	0	0	0	0
Methane (CH4) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	5.94725198838e-05	3.21731541268e-05	2.62233039211e-05	0	0	0	0	0.00112027202016	0.000136700521487	0.000118377455016	0	0	0	0	5.50635122094e-05	3.96564986364e-07	3.76733632669e-07	0	0	0	0	1.86883635251e-05	3.2417106231e-06	9.65314440986e-07	0	0	0	0	0.00450017127914	2.96221883887e-07	7.00407852817e-05	0	0	0	0	0.000648974511181	2.45904980592e-07	3.31658627568e-06	0	0	0	0
Nitrous Oxide (N2O) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	4.63965290536e-06	2.6444994767e-07	1.13153550808e-07	0	0	0	0	1.29322122565e-05	1.00641463699e-06	1.04833301973e-06	0	0	0	0	1.55015781085e-05	1.47871822048e-09	1.73275242831e-09	0	0	0	0	8.38521146868e-06	3.15341986829e-07	8.00910852027e-08	0	0	0	0	6.93852180097e-05	1.62315165573e-09	9.86179788974e-07	0	0	0	0	2.37184349691e-05	2.73801997532e-08	1.27353151453e-07	0	0	0	0
Carbon dioxide (CO2) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	0.154595980109	0.0384881611877	0.0283264921591	0	0	0	0	0.15968090737	0.0419058329132	0.0322156004026	0	0	0	0	0.198424806881	0.00023453190211	0.000148669301271	0	0	0	0	0.11219557273	0.00291222355555	0.000902720374688	0	0	0	0	0.370650321703	7.55295104975e-05	0.00270725411951	0	0	0	0	0.346228007435	0.000864474477222	0.00172909346147	0	0	0	0
Methane (CH4) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	0.00148681299709	0.000804328853169	0.000655582598026	0	0	0	0	0.0280068005041	0.00341751303717	0.00295943637539	0	0	0	0	0.00137658780523	9.91412465907e-06	9.4183408167e-06	0	0	0	0	0.000467209088127	8.10427655774e-05	2.41328610247e-05	0	0	0	0	0.112504281979	7.40554709716e-06	0.00175101963204	0	0	0	0	0.0162243627795	6.14762451482e-06	8.29146568922e-05	0	0	0	0
Nitrous Oxide (N2O) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	0.0013826165658	7.88060844057e-05	3.37197581408e-05	0	0	0	0	0.00385379925243	0.000299911561823	0.00031240323988	0	0	0	0	0.00461947027634	4.40658029705e-07	5.16360223638e-07	0	0	0	0	0.00249879301767	9.39719120752e-05	2.38671433904e-05	0	0	0	0	0.0206767949669	4.83699193408e-07	0.000293881577113	0	0	0	0	0.00706809362079	8.15929952647e-06	3.79512391331e-05	0	0	0	0
Carbon dioxide (CO2) Fuel combustion and cement	0.154595980109	0.0384881611877	0.0283264921591	0	0	0	0	0.15968090737	0.0419058329132	0.0322156004026	0	0	0	0	0.198424806881	0.00023453190211	0.000148669301271	0	0	0	0	0.11219557273	0.00291222355555	0.000902720374688	0	0	0	0	0.370650321703	7.55295104975e-05	0.00270725411951	0	0	0	0	0.346228007435	0.000864474477222	0.00172909346147	0	0	0	0
Carbon dioxide (CO2) Fuel combustion	0.154595980109	0.0384881611877	0.0283264921591	0	0	0	0	0.15968090737	0.0419058329132	0.0322156004026	0	0	0	0	0.198424806881	0.00023453190211	0.000148669301271	0	0	0	0	0.11219557273	0.00291222355555	0.000902720374688	0	0	0	0	0.370650321703	7.55295104975e-05	0.00270725411951	0	0	0	0	0.346228007435	0.000864474477222	0.00172909346147	0	0	0	0
GHG emissions (GWP100) | Problem oriented approach: baseline (CML, 1999) | GWP100 (IPCC, 2007)	157488.621226	39371.6914088	29016.0093476	0	0	0	0	191636.728968	45628.2786787	35493.0062576	0	0	0	0	204462.91935	244.887504227	158.608222853	0	0	0	0	115180.17917	3088.53855778	951.046783244	0	0	0	0	504381.007768	83.4294106658	4759.4570196	0	0	0	0	369676.713661	878.845251442	1850.45202758	0	0	0	0
GHG emissions (GWP100min) | Problem oriented approach: non baseline (CML, 1999) | net GWP100 min(Houghton et al., 2001)	161690.053055	39632.7318179	29193.5689519	0	0	0	0	206194.883468	46544.5931702	36443.3192544	0	0	0	0	209336.052035	245.296212519	158.939841357	0	0	0	0	118111.502563	3186.52921874	977.415336068	0	0	0	0	543672.740022	84.1581575994	5263.34125598	0	0	0	0	381484.107193	898.576746745	1904.88404862	0	0	0	0
GHG emissions (GWP100max) | Problem oriented approach: non baseline (CML, 1999) | net GWP100 max(Houghton et al., 2001)	166155.224351	39842.3366565	29269.1200118	0	0	0	0	236094.67935	48357.4245951	38436.2442485	0	0	0	0	215291.597154	245.626199839	159.755241561	0	0	0	0	121443.993703	3319.95231761	1011.06885946	0	0	0	0	628818.401629	85.9700465675	6462.67183282	0	0	0	0	401133.527463	932.268818042	2006.26527877	0	0	0	0
GHG emissions (GWP20) | Problem oriented approach: non baseline (CML, 1999) | GWP20 (IPCC, 2007)	160218.86123	40881.0543196	30247.2714176	0	0	0	0	244077.902164	52039.1242903	41041.7454064	0	0	0	0	206869.335833	263.511930695	176.294888275	0	0	0	0	115964.461018	3236.7605546	995.369338063	0	0	0	0	714714.981806	97.3265769658	8035.19661881	0	0	0	0	399808.799946	890.092513557	2004.69273409	0	0	0	0
GHG emissions (GWP500) | Problem oriented approach: non baseline (CML, 1999) | GWP500 (IPCC, 2007)	155757.838154	38773.138001	28543.1017621	0	0	0	0	170173.603198	43098.7383159	33275.6640128	0	0	0	0	201215.031024	237.772039895	151.797588001	0	0	0	0	113620.541647	2985.10788027	922.310700476	0	0	0	0	415467.56178	78.0291390185	3390.44959537	0	0	0	0	354789.134271	870.532525636	1773.78454933	0	0	0	0
ozone layer depletion (ODP steady state) | Problem oriented approach: baseline (CML, 1999) | ODP steady state (WMO, 2003)	0.011809026512	0.000201103072663	0.000109297358703	0	0	0	0	0.0484447208218	0.00255455058674	0.00283186008069	0	0	0	0	0.0213954384314	4.16889292458e-07	2.14722779434e-06	0	0	0	0	0.00946507416973	0.000661548445164	0.000166060192939	0	0	0	0	0.279617153648	5.4202283576e-06	0.00371478195009	0	0	0	0	0.0794930981858	3.2484185912e-05	0.000250649057939	0	0	0	0
human toxicity (HTP inf) | Problem oriented approach: baseline (CML, 1999) | HTP inf. (Huijbregts, 1999 & 2000)	10939.885924	600.381648281	473.17809473	0	0	0	0	44559.3464201	2240.2431474	2123.02134452	0	0	0	0	13529.2996376	0.600637574572	1.48860646076	0	0	0	0	5958.57804304	381.564828219	96.3410193802	0	0	0	0	178240.238095	3.35256452684	2199.53843434	0	0	0	0	62252.5648736	90.3952769859	205.407794898	0	0	0	0
Freshwater aquatic ecotoxicity (FAETP inf) | Problem oriented approach: baseline (CML, 1999) | FAETP inf. (Huijbregts, 1999 & 2000)	219.873956652	16.6429225416	7.84398378556	0	0	0	0	1491.44245819	126.176832982	105.777545041	0	0	0	0	162.475911723	0.00539363942632	0.0391086198131	0	0	0	0	83.3229743852	9.25376829956	2.32175359442	0	0	0	0	5158.69673104	0.101796914449	72.2876261441	0	0	0	0	1257.83032593	11.8615860643	13.3484553503	0	0	0	0
Marine aquatic ecotoxicity (MAETP inf) | Problem oriented approach: baseline (CML, 1999) | MAETP inf. (Huijbregts, 1999 & 2000)	421307.473389	23013.7496047	16485.6461825	0	0	0	0	1623296.90846	40013.0786654	25577.4904788	0	0	0	0	310588.269332	5.49441272214	7.39733942581	0	0	0	0	137958.715685	1040.1053612	264.594691749	0	0	0	0	2216856.9615	17.8405065466	8230.67953233	0	0	0	0	2051604.54862	2974.99527542	2852.88538828	0	0	0	0
Freshwater sedimental ecotoxicity (FSETP inf) | Problem oriented approach: non baseline (CML, 1999) | FSETP inf. (Huijbregts, 1999 & 2000)	624.452041094	50.9250367641	23.1044599092	0	0	0	0	4537.19665206	401.11681439	335.031658508	0	0	0	0	413.577023687	0.0155797292947	0.120509907452	0	0	0	0	218.43893038	28.1173366737	7.05380606392	0	0	0	0	15749.557516	0.314548865769	224.364909835	0	0	0	0	3606.30741395	38.4711554528	42.665576964	0	0	0	0
Marine sedimental ecotoxicity (MSETP inf) | Problem oriented approach: non baseline (CML, 1999) | MSETP inf. (Huijbregts, 1999 & 2000)	419104.33941	23130.9708867	16336.0922243	0	0	0	0	1663890.41046	43688.3867841	29213.2935935	0	0	0	0	303575.794691	5.58246108005	9.07468546063	0	0	0	0	133861.02065	1452.77748434	368.017121394	0	0	0	0	2414494.70766	22.3619961277	11486.6169615	0	0	0	0	2068482.59177	3344.38411951	3317.61602518	0	0	0	0
Terrestrial ecotoxicity (TETP inf) | Problem oriented approach: baseline (CML, 1999) | TETP inf.(Huijbregts, 1999 & 2000)	107.700216505	22.052463102	21.2982801941	0	0	0	0	281.027874608	39.5029464145	25.3882924365	0	0	0	0	45.8749956241	0.00784432083831	0.00726212892896	0	0	0	0	20.822609622	0.656932956956	0.170383256264	0	0	0	0	504.321139894	0.00887609561698	5.19671519062	0	0	0	0	261.494503964	4.00065356993	3.5032064766	0	0	0	0
human toxicity (HTP20) | Problem oriented approach: non baseline (CML, 1999) | HTP 20 (Huijbregts, 1999 & 2000)	5021.21435414	491.836523201	411.619817985	0	0	0	0	20331.2031968	940.576046039	696.240514341	0	0	0	0	2869.57728476	0.391243200304	0.418827793931	0	0	0	0	1235.64560971	52.7038042647	13.7896478514	0	0	0	0	39044.2613681	0.654916466297	350.341909979	0	0	0	0	22668.239469	70.9419634553	78.0551122532	0	0	0	0
Freshwater aquatic ecotoxicity (FAETP20) | Problem oriented approach: non baseline (CML, 1999) | FAETP 20 (Huijbregts, 1999 & 2000)	121.874474252	11.3787433677	4.37291309523	0	0	0	0	1074.78293238	106.647054311	89.9103685861	0	0	0	0	72.7619540446	0.00362357568896	0.0324691705798	0	0	0	0	40.6618599703	7.66214998362	1.92174297144	0	0	0	0	4104.95206806	0.0850252409033	61.1570051129	0	0	0	0	764.14418935	10.3160916391	11.4899587288	0	0	0	0
Marine aquatic ecotoxicity (MAETP20) | Problem oriented approach: non baseline (CML, 1999) | MAETP 20 (Huijbregts, 1999 & 2000)	3800.46147828	336.502564128	140.248471284	0	0	0	0	30780.7900344	2976.13631023	2505.74979215	0	0	0	0	2496.18234471	0.107500568884	0.9072658108	0	0	0	0	1391.54103754	213.174614879	53.4712809701	0	0	0	0	115407.809843	2.36951509717	1700.94076229	0	0	0	0	22651.0064521	286.742725579	319.54674124	0	0	0	0
Freshwater sedimental ecotoxicity (FSETP20) | Problem oriented approach: non baseline (CML, 1999) | FSETP 20 (Huijbregts, 1999 & 2000)	393.752284931	36.9105215656	14.1144641294	0	0	0	0	3492.18825063	347.398605523	292.949148183	0	0	0	0	234.091138745	0.0117663676763	0.105808805223	0	0	0	0	131.032637688	24.9753634799	6.26403460935	0	0	0	0	13367.3041872	0.277099045071	199.346293067	0	0	0	0	2475.55360949	33.6112117696	37.4401175646	0	0	0	0
Marine sedimental ecotoxicity (MSETP20) | Problem oriented approach: non baseline (CML, 1999) | MSETP 20 (Huijbregts, 1999 & 2000)	11128.4460887	1015.39972934	405.953642473	0	0	0	0	94612.3991414	9295.13264732	7839.79422998	0	0	0	0	6989.13878002	0.325924511127	2.8413665103	0	0	0	0	3914.6416302	669.258081234	167.863559394	0	0	0	0	359736.600543	7.43045249689	5339.96528308	0	0	0	0	68167.1638631	895.88806767	999.72760992	0	0	0	0
