region	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Asia	Asia	Asia	Asia	Asia	Asia	Asia	America	America	America	America	America	America	America	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Other	Other	Other	Other	Other	Other	Other
Damages to human health caused by climate change (H.A) | ECOINDICATOR 99 (H.A) | Damages to human health caused by climate change (H.A)	235431.652218	8125.05905867	19070.7791283	0	0	0	0	199986.579643	7679.21893963	13801.5797089	0	0	0	0	415290.077349	45.0295456928	91.7780701339	0	0	0	0	11305.3199344	19.6844204847	34.7487468408	0	0	0	0	71443.8973486	0.955139539041	183.665674575	0	0	0	0	122784.83066	37.0033897845	188.937818085	0	0	0	0
Damage to Ecosystem Quality caused by ecotoxic emissions (H.A) | ECOINDICATOR 99 (H.A) | Damage to Ecosystem Quality caused by ecotoxic emissions (H.A)	9407568324.09	143503406.22	413332922.7	0	0	0	0	22334757846.8	210035738.189	341363651.288	0	0	0	0	8904066202.14	43684.9650133	184751.626279	0	0	0	0	209732968.476	283245.014337	413260.784901	0	0	0	0	5844636302.96	6723.67051099	14212093.6915	0	0	0	0	7941294108.19	4828399.53374	11404323.1401	0	0	0	0
Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (H.A) | ECOINDICATOR 99 (H.A) | Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (H.A)	19542798132.7	270451435.007	717386634.926	0	0	0	0	16386639555.6	344501083.82	574525782.502	0	0	0	0	28426065473.7	1079075.63513	2288233.48214	0	0	0	0	871996431.099	1505431.91129	2568634.83843	0	0	0	0	7053077955.76	30480.3435443	18626945.0422	0	0	0	0	8063802573.97	2217963.15725	10181791.6146	0	0	0	0
Carcinogenic effects on humans (E.E) | ECOINDICATOR 99 (E.E) | Carcinogenic effects on humans (E.E)	18080.6540887	269.849288553	735.26351824	0	0	0	0	59831.7736206	345.245359897	585.035841078	0	0	0	0	9012.02607494	0.0775629277554	0.372555596163	0	0	0	0	101.940195935	0.631177803739	0.91798776335	0	0	0	0	13937.4413158	0.0153898163919	31.1245235192	0	0	0	0	20721.9109953	6.92757707728	17.8957700393	0	0	0	0
Respiratory effects on humans caused by organic substances (E.E) | ECOINDICATOR 99 (E.E) | Respiratory effects on humans caused by organic substances (E.E)	1055710.17204	9438.3949398	11802.005041	0	0	0	0	6749318.37921	89797.527853	198656.989519	0	0	0	0	1151886.25643	5.04801018716	133.292705197	0	0	0	0	33479.7687823	345.405559665	496.851175373	0	0	0	0	4085606.43302	6.91886897626	17255.3619664	0	0	0	0	1544149.38912	1358.74640974	5129.06965564	0	0	0	0
Respiratory effects on humans caused by inorganic substances (E.E) | ECOINDICATOR 99 (E.E) | Respiratory effects on humans caused by inorganic substances (E.E)	323529.087588	4828.23995672	11819.8546623	0	0	0	0	367739.241618	7788.40743137	13659.7674191	0	0	0	0	417429.922713	17.4071338037	37.5160137847	0	0	0	0	12701.4973588	25.300029432	42.7608852645	0	0	0	0	132657.124255	0.526136000735	384.541581795	0	0	0	0	132132.465995	80.3628875207	267.169550674	0	0	0	0
Damages to human health caused by climate change (E.E) | ECOINDICATOR 99 (E.E) | Damages to human health caused by climate change (E.E)	235431.652218	8125.05905867	19070.7791283	0	0	0	0	199986.579643	7679.21893963	13801.5797089	0	0	0	0	415290.077349	45.0295456928	91.7780701339	0	0	0	0	11305.3199344	19.6844204847	34.7487468408	0	0	0	0	71443.8973486	0.955139539041	183.665674575	0	0	0	0	122784.83066	37.0033897845	188.937818085	0	0	0	0
Damage to Ecosystem Quality caused by ecotoxic emissions (E.E)) | ECOINDICATOR 99 (E.E) | Damage to Ecosystem Quality caused by ecotoxic emissions (E.E))	9407568324.09	143503406.22	413332922.7	0	0	0	0	22334757846.8	210035738.189	341363651.288	0	0	0	0	8904066202.14	43684.9650133	184751.626279	0	0	0	0	209732968.476	283245.014337	413260.784901	0	0	0	0	5844636302.96	6723.67051099	14212093.6915	0	0	0	0	7941294108.19	4828399.53374	11404323.1401	0	0	0	0
Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (E.E) | ECOINDICATOR 99 (E.E) | Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (E.E)	19542798132.7	270451435.007	717386634.926	0	0	0	0	16386639555.6	344501083.82	574525782.502	0	0	0	0	28426065473.7	1079075.63513	2288233.48214	0	0	0	0	871996431.099	1505431.91129	2568634.83843	0	0	0	0	7053077955.76	30480.3435443	18626945.0422	0	0	0	0	8063802573.97	2217963.15725	10181791.6146	0	0	0	0
Carcinogenic effects on humans (I.I) | ECOINDICATOR 99 (I.I) | Carcinogenic effects on humans (I.I)	3902.18942824	40.3037366259	97.7557917642	0	0	0	0	13287.2461479	36.0149187919	48.5869622976	0	0	0	0	1902.82639628	0.00912362945643	0.0260638244433	0	0	0	0	12.6636787902	0.0251129127834	0.0374138433137	0	0	0	0	2090.02707182	0.00114310808597	1.16613560704	0	0	0	0	5037.54764363	0.504622410764	1.17639245231	0	0	0	0
Respiratory effects on humans caused by organic substances (I.I) | ECOINDICATOR 99 (I.I) | Respiratory effects on humans caused by organic substances (I.I)	4357.81889135	10.6342809517	18.741782674	0	0	0	0	12804.8850153	108.482727677	277.451862535	0	0	0	0	10702.1581045	0.0231662687354	0.321464485522	0	0	0	0	228.673247184	1.0415811086	1.4996808376	0	0	0	0	10128.5470426	0.0156989621707	37.5269422158	0	0	0	0	6553.76709587	0.337649562565	6.35895236852	0	0	0	0
Respiratory effects on humans caused by inorganic substances (I.I) | ECOINDICATOR 99 (I.I) | Respiratory effects on humans caused by inorganic substances (I.I)	799637.593927	7540.06664798	9410.31918809	0	0	0	0	5008711.11597	67639.7409788	148779.986272	0	0	0	0	860702.848525	4.55796531159	99.3248851527	0	0	0	0	25008.7126757	252.977900183	364.075556341	0	0	0	0	2994251.53779	5.08560038886	12635.7575541	0	0	0	0	1137134.7648	1037.78822907	3845.5936634	0	0	0	0
Damages to human health caused by climate change (I.I) | ECOINDICATOR 99 (I.I) | Damages to human health caused by climate change (I.I)	224351.89205	7745.13179108	18180.3611263	0	0	0	0	191740.690618	7337.81397008	13193.4100843	0	0	0	0	395818.405377	42.9601780978	87.6334266493	0	0	0	0	10773.8308775	18.7800368171	33.1472507808	0	0	0	0	68761.7240406	0.913203387891	178.019148336	0	0	0	0	117202.702064	35.2587163928	180.360531906	0	0	0	0
Damage to Ecosystem Quality caused by ecotoxic emissions (I.I) | ECOINDICATOR 99 (I.I) | Damage to Ecosystem Quality caused by ecotoxic emissions (I.I)	1571249660.89	28012645.0849	84434535.7717	0	0	0	0	3493286067.53	37533785.4212	63843265.1566	0	0	0	0	1490911078.17	9167.58420418	40029.8077199	0	0	0	0	36602170.3512	63267.2794967	92221.4249691	0	0	0	0	1080840499.9	1438.46349716	3130681.2135	0	0	0	0	1191606434.35	858413.942547	2114250.46541	0	0	0	0
Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (I.I) | ECOINDICATOR 99 (I.I) | Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (I.I)	19542798132.7	270451435.007	717386634.926	0	0	0	0	16386639555.6	344501083.82	574525782.502	0	0	0	0	28426065473.7	1079075.63513	2288233.48214	0	0	0	0	871996431.099	1505431.91129	2568634.83843	0	0	0	0	7053077955.76	30480.3435443	18626945.0422	0	0	0	0	8063802573.97	2217963.15725	10181791.6146	0	0	0	0
Unused Domestic Extraction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Consumption Green - Agriculture	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Consumption Blue - Agriculture	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Consumption Blue - Livestock	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Consumption Blue - Manufacturing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Consumption Blue - Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Consumption Blue - Domestic	10591.198724	0	0	0	0	0	0	19045.2995	0	0	0	0	0	0	17317.812853	0	0	0	0	0	0	336.255	0	0	0	0	0	0	2964.046618	0	0	0	0	0	0	15335.66773	0	0	0	0	0	0
Water Consumption Blue - Total	10591.198724	0	0	0	0	0	0	19045.2995	0	0	0	0	0	0	17317.812853	0	0	0	0	0	0	336.255	0	0	0	0	0	0	2964.046618	0	0	0	0	0	0	15335.66773	0	0	0	0	0	0
Water Withdrawal Blue - Manufacturing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Withdrawal Blue - Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Water Withdrawal Blue - Domestic	64929.1837	0	0	0	0	0	0	133774.1336	0	0	0	0	0	0	107724.7126	0	0	0	0	0	0	3683.14	0	0	0	0	0	0	21760.36684	0	0	0	0	0	0	56723.75367	0	0	0	0	0	0
Water Withdrawal Blue - Total	64929.1837	0	0	0	0	0	0	133774.1336	0	0	0	0	0	0	107724.7126	0	0	0	0	0	0	3683.14	0	0	0	0	0	0	21760.36684	0	0	0	0	0	0	56723.75367	0	0	0	0	0	0
Carbon dioxide (CO2) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	1101365.29809	37940.589235	88970.7193681	0	0	0	0	811445.459049	33977.2965301	60423.7109259	0	0	0	0	1917211.4636	206.676141838	413.500472328	0	0	0	0	52366.1629438	88.5213102327	157.35739593	0	0	0	0	258537.750277	4.17566784617	526.308612424	0	0	0	0	550668.128484	173.369127149	845.277155618	0	0	0	0
Methane (CH4) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	423.691285789	31.7154259246	82.3648124506	0	0	0	0	5692.85119077	110.836936806	222.029235297	0	0	0	0	532.032251881	0.349464275999	1.04782583707	0	0	0	0	8.7226070129	0.0985365533512	0.168268459366	0	0	0	0	3138.98057075	0.0163767008118	13.6164049947	0	0	0	0	1032.17986943	0.049315894188	1.62133203088	0	0	0	0
Nitrous Oxide (N2O) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	33.0535936416	0.260687612195	0.3554041481	0	0	0	0	65.7172174422	0.816002121328	1.96625766854	0	0	0	0	149.778667903	0.00130308829598	0.00481938060789	0	0	0	0	3.91371370013	0.00958528262446	0.0139610503519	0	0	0	0	48.3979025953	8.97363445576e-05	0.191720057824	0	0	0	0	37.723655841	0.00549106012665	0.0622573111394	0	0	0	0
Carbon dioxide (CO2) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	1101365.29809	37940.589235	88970.7193681	0	0	0	0	811445.459049	33977.2965301	60423.7109259	0	0	0	0	1917211.4636	206.676141838	413.500472328	0	0	0	0	52366.1629438	88.5213102327	157.35739593	0	0	0	0	258537.750277	4.17566784617	526.308612424	0	0	0	0	550668.128484	173.369127149	845.277155618	0	0	0	0
Methane (CH4) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	10592.2821447	792.885648114	2059.12031126	0	0	0	0	142321.279769	2770.92342013	5550.73088242	0	0	0	0	13300.806297	8.73660689995	26.1956459266	0	0	0	0	218.065175322	2.46341383378	4.20671148416	0	0	0	0	78474.5142689	0.409417520293	340.410124867	0	0	0	0	25804.4967356	1.2328973547	40.5333007722	0	0	0	0
Nitrous Oxide (N2O) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	9849.97090521	77.6849084341	105.910436134	0	0	0	0	19583.7307978	243.168632155	585.944785227	0	0	0	0	44634.0430351	0.388320312204	1.43617542115	0	0	0	0	1166.28668264	2.85641422209	4.16039300486	0	0	0	0	14422.5749734	0.0267414306782	57.1325772313	0	0	0	0	11241.6494406	1.63633591775	18.5526787195	0	0	0	0
Carbon dioxide (CO2) Fuel combustion and cement	1101365.29809	37940.589235	88970.7193681	0	0	0	0	811445.459049	33977.2965301	60423.7109259	0	0	0	0	1917211.4636	206.676141838	413.500472328	0	0	0	0	52366.1629438	88.5213102327	157.35739593	0	0	0	0	258537.750277	4.17566784617	526.308612424	0	0	0	0	550668.128484	173.369127149	845.277155618	0	0	0	0
Carbon dioxide (CO2) Fuel combustion	1101365.29809	37940.589235	88970.7193681	0	0	0	0	811445.459049	33977.2965301	60423.7109259	0	0	0	0	1917211.4636	206.676141838	413.500472328	0	0	0	0	52366.1629438	88.5213102327	157.35739593	0	0	0	0	258537.750277	4.17566784617	526.308612424	0	0	0	0	550668.128484	173.369127149	845.277155618	0	0	0	0
GHG emissions (GWP100) | Problem oriented approach: baseline (CML, 1999) | GWP100 (IPCC, 2007)	1.12197291379e+12	38811549451.4	91136424882.8	0	0	0	0	973834355462	36995459749.8	66570826655.4	0	0	0	0	1.97555264899e+12	215801791.153	441144032.454	0	0	0	0	53759198189.1	93880663.5632	165781397.446	0	0	0	0	351818205449	4612415.79943	925270812.897	0	0	0	0	587962786616	176251165.484	904603979.679	0	0	0	0
GHG emissions (GWP100min) | Problem oriented approach: non baseline (CML, 1999) | net GWP100 min(Houghton et al., 2001)	1.15190455376e+12	39068876032.7	91694122095.6	0	0	0	0	1.04781407261e+12	37738408571.7	68353237571	0	0	0	0	2.02263761782e+12	216161956.453	442066377.596	0	0	0	0	55127364104.3	96859233.5574	170377822.788	0	0	0	0	379225158760	4652704.75561	1023229335.28	0	0	0	0	606742189664	180208288.81	931213382.205	0	0	0	0
GHG emissions (GWP100max) | Problem oriented approach: non baseline (CML, 1999) | net GWP100 max(Houghton et al., 2001)	1.18371511386e+12	39275498818.5	91931420526.7	0	0	0	0	1.19975492762e+12	39208254333	72091175782.1	0	0	0	0	2.08018102458e+12	216452750.608	444334286.079	0	0	0	0	56682771058.2	100914824.518	176244125.303	0	0	0	0	438616359870	4752875.4896	1256387355.87	0	0	0	0	637994165974	186965185.799	980774172.16	0	0	0	0
GHG emissions (GWP20) | Problem oriented approach: non baseline (CML, 1999) | GWP20 (IPCC, 2007)	1.14142355923e+12	40299438621.5	95003697663.2	0	0	0	0	1.24032302063e+12	42193380593.1	76978064333.5	0	0	0	0	1.99880382076e+12	232214162.228	490336733.591	0	0	0	0	54125253908	98386088.7525	173507468.556	0	0	0	0	498531345221	5380724.10819	1562096868.75	0	0	0	0	635887215621	178506787.908	980005424.761	0	0	0	0
GHG emissions (GWP500) | Problem oriented approach: non baseline (CML, 1999) | GWP500 (IPCC, 2007)	1.10964255169e+12	38221511676.7	89651068777.3	0	0	0	0	864765862368	34944505574.3	62411970537.5	0	0	0	0	1.9441710449e+12	209531442.845	422201313.922	0	0	0	0	53031252953.2	90736736.2798	160772276.925	0	0	0	0	289798881712	4313860.43306	659126459.231	0	0	0	0	564284414836	174584060.144	867124647.656	0	0	0	0
ozone layer depletion (ODP steady state) | Problem oriented approach: baseline (CML, 1999) | ODP steady state (WMO, 2003)	84129.3026858	198.241974633	343.292228851	0	0	0	0	246180.018471	2071.23249325	5311.44826605	0	0	0	0	206726.066535	0.367374629052	5.9721791894	0	0	0	0	4417.72883	20.1087361706	28.946726208	0	0	0	0	195039.868064	0.29965867808	722.17887472	0	0	0	0	126432.046702	6.51465729308	122.531215041	0	0	0	0
human toxicity (HTP inf) | Problem oriented approach: baseline (CML, 1999) | HTP inf. (Huijbregts, 1999 & 2000)	77937412818	591840004.791	1486205748.35	0	0	0	0	226435833227	1816391667.39	3981947454.27	0	0	0	0	130722205390	529298.809409	4140326.68056	0	0	0	0	2781106786.33	11598223.1063	16793652.1164	0	0	0	0	124326966598	185347.366939	427605230.336	0	0	0	0	99011352796.8	18128644.2601	100414766.745	0	0	0	0
Freshwater aquatic ecotoxicity (FAETP inf) | Problem oriented approach: baseline (CML, 1999) | FAETP inf. (Huijbregts, 1999 & 2000)	1566415540.95	16406143.3006	24637179.7889	0	0	0	0	7579016364.99	102304318.311	198396792.986	0	0	0	0	1569867625.99	4753.02752874	108774.525921	0	0	0	0	38890166.0507	281281.872371	404715.690322	0	0	0	0	3598318331.62	5627.86783213	14053206.1387	0	0	0	0	2000551823.24	2378824.21836	6525468.18426	0	0	0	0
Marine aquatic ecotoxicity (MAETP inf) | Problem oriented approach: baseline (CML, 1999) | MAETP inf. (Huijbregts, 1999 & 2000)	3.00145858056e+12	22686332460.8	51779789458.8	0	0	0	0	8.24905698972e+12	32442649253.9	47973244999	0	0	0	0	3.00095234957e+12	4841831.80565	20574545.7898	0	0	0	0	64390852591.7	31615529.3703	46122733.9473	0	0	0	0	1.54631246205e+12	986316.858869	1600100076.59	0	0	0	0	3.26303248991e+12	596631072.128	1394649219.4	0	0	0	0
Freshwater sedimental ecotoxicity (FSETP inf) | Problem oriented approach: non baseline (CML, 1999) | FSETP inf. (Huijbregts, 1999 & 2000)	4448691407.76	50200525.0972	72568830.8735	0	0	0	0	23056529930.7	325225964.938	628386739.087	0	0	0	0	3996045773.5	13729.297859	335179.510668	0	0	0	0	101954188.951	854667.725585	1229581.81153	0	0	0	0	10985705204.1	17389.912581	43618064.3408	0	0	0	0	5735753641.34	7715335.5212	20857309.534	0	0	0	0
Marine sedimental ecotoxicity (MSETP inf) | Problem oriented approach: non baseline (CML, 1999) | MSETP inf. (Huijbregts, 1999 & 2000)	2.98576311868e+12	22801886032.9	51310055219.6	0	0	0	0	8.45533971569e+12	35422593216.5	54792572084	0	0	0	0	2.93319672475e+12	4919422.50757	25239822.1564	0	0	0	0	62478294362.4	44159304.3726	64150779.6921	0	0	0	0	1.68416966942e+12	1236288.53929	2233076455.91	0	0	0	0	3.28987665108e+12	670711479.551	1621835429.77	0	0	0	0
Terrestrial ecotoxicity (TETP inf) | Problem oriented approach: baseline (CML, 1999) | TETP inf.(Huijbregts, 1999 & 2000)	767272738.735	21738722.2033	66895798.4465	0	0	0	0	1428090536.77	32029033.4502	47618384.3826	0	0	0	0	443251370.057	6912.63726432	20198.4788827	0	0	0	0	9718745.06139	19968.4416308	29700.2995252	0	0	0	0	351776446.129	490.71716238	1010276.77506	0	0	0	0	415901330.956	802325.384636	1712562.37565	0	0	0	0
human toxicity (HTP20) | Problem oriented approach: non baseline (CML, 1999) | HTP 20 (Huijbregts, 1999 & 2000)	35771895491.9	484839153.696	1292857269.68	0	0	0	0	103316437655	762620117.623	1305871535.77	0	0	0	0	27726303744.5	344774.567688	1164904.18085	0	0	0	0	576725246.501	1602009.50194	2403737.78805	0	0	0	0	27234336257.8	36207.2203597	68108849.9177	0	0	0	0	36053342700.1	14227309.8935	38157684.7852	0	0	0	0
Freshwater aquatic ecotoxicity (FAETP20) | Problem oriented approach: non baseline (CML, 1999) | FAETP 20 (Huijbregts, 1999 & 2000)	868252308.825	11216857.7246	13734888.9383	0	0	0	0	5461690719.99	86469551.7661	168636252.399	0	0	0	0	703037360.102	3193.19732758	90307.9334877	0	0	0	0	18978517.0038	232902.297098	334987.974252	0	0	0	0	2863305413.56	4700.64167255	11889337.7127	0	0	0	0	1215354741.98	2068877.50905	5616931.55916	0	0	0	0
Marine aquatic ecotoxicity (MAETP20) | Problem oriented approach: non baseline (CML, 1999) | MAETP 20 (Huijbregts, 1999 & 2000)	27075066156.1	331715134.424	440506622.221	0	0	0	0	156417775367	2413054672.75	4699794484.7	0	0	0	0	24118503536.7	94732.5401041	2523418.33913	0	0	0	0	649487880.331	6479755.3682	9320828.20596	0	0	0	0	80499796638.7	130999.233771	330674452.008	0	0	0	0	36025933960.9	57505845.875	156212238.692	0	0	0	0
Freshwater sedimental ecotoxicity (FSETP20) | Problem oriented approach: non baseline (CML, 1999) | FSETP 20 (Huijbregts, 1999 & 2000)	2805151222.97	36385394.7281	44332140.3878	0	0	0	0	17746143510.8	281671180.679	549456611.847	0	0	0	0	2261825130.56	10368.8558056	294290.68787	0	0	0	0	61158174.8653	759162.837814	1091913.0683	0	0	0	0	9324024692.45	15319.4898932	38754275.0936	0	0	0	0	3937314266.4	6740680.72623	18302814.0389	0	0	0	0
Marine sedimental ecotoxicity (MSETP20) | Problem oriented approach: non baseline (CML, 1999) | MSETP 20 (Huijbregts, 1999 & 2000)	79280744138.1	1000953614.09	1275060370.98	0	0	0	0	480788861472	7536504020.78	14704349891.1	0	0	0	0	67530150087.5	287213.89237	7902817.75739	0	0	0	0	1827119880.81	20343081.877	29261079.42	0	0	0	0	250925160322	410794.421536	1038125567.26	0	0	0	0	108418394071	179669078.044	488722518.092	0	0	0	0
Terrestrial ecotoxicity (TETP20) | Problem oriented approach: non baseline (CML, 1999) | TETP 20 (Huijbregts, 1999 & 2000)	16194333.0678	464485.42232	1299092.13294	0	0	0	0	54999911.7712	1194844.19771	2047337.07616	0	0	0	0	7488638.20975	146.221729733	973.137407004	0	0	0	0	176387.098273	1917.10441962	2775.07982178	0	0	0	0	24238634.2435	40.1802585829	98562.6954179	0	0	0	0	11932285.0043	29615.9290815	71075.9000404	0	0	0	0
human toxicity (HTP100) | Problem oriented approach: non baseline (CML, 1999) | HTP 100 (Huijbregts, 1999 & 2000)	35794239372.7	485169557.978	1293387217.7	0	0	0	0	103450065118	764727385.149	1310058664.72	0	0	0	0	27746681889.8	344880.535035	1167268.95209	0	0	0	0	577311536.747	1608072.51807	2412461.87845	0	0	0	0	27306964078.5	36327.7988138	68414438.6016	0	0	0	0	36081971339.5	14274610.5824	38292177.2764	0	0	0	0
Freshwater aquatic ecotoxicity (FAETP100) | Problem oriented approach: non baseline (CML, 1999) | FAETP 100 (Huijbregts, 1999 & 2000)	987290462.957	12565080.4792	15692129.3055	0	0	0	0	6071585575.24	95347695.302	185786367.742	0	0	0	0	816374037.541	3566.01627961	99429.9046949	0	0	0	0	21954841.6973	256163.101443	368452.390147	0	0	0	0	3160142506.52	5173.06801356	13076894.3073	0	0	0	0	1365186339.9	2280564.40496	6187839.59307	0	0	0	0
