impact	Europe	Asia	America	Oceania	Africa	Other
Freshwater sedimental ecotoxicity (FSETP20) | Problem oriented approach: non baseline (CML, 1999) | FSETP 20 (Huijbregts, 1999 & 2000)	4080213723.66	2415236131.4	5673191305.06	524281657.18	1024841536.21	5693165572.25
Marine sedimental ecotoxicity (MSETP20) | Problem oriented approach: non baseline (CML, 1999) | MSETP 20 (Huijbregts, 1999 & 2000)	141667249674	93139066555.8	188670470891	18313762354.8	35042246000.4	178036945600
Terrestrial ecotoxicity (TETP20) | Problem oriented approach: non baseline (CML, 1999) | TETP 20 (Huijbregts, 1999 & 2000)	299668672.907	233447537.683	355936399.459	38590417.2344	69668657.9936	283668540.444
human toxicity (HTP100) | Problem oriented approach: non baseline (CML, 1999) | HTP 100 (Huijbregts, 1999 & 2000)	1.78392619129e+12	1.88968634523e+12	2.21380782031e+12	249583414280	463713189892	1.38088495092e+12
Freshwater aquatic ecotoxicity (FAETP100) | Problem oriented approach: non baseline (CML, 1999) | FAETP 100 (Huijbregts, 1999 & 2000)	1646966559.83	1052077183.3	2235059018.31	212669744.774	411109092.532	2164781807.58
Marine aquatic ecotoxicity (MAETP100) | Problem oriented approach: non baseline (CML, 1999) | MAETP 100 (Huijbregts, 1999 & 2000)	193983479740	160132421196	232256631086	25385317939.1	46725563676.4	184223936046
Freshwater sedimental ecotoxicity (FSETP100) | Problem oriented approach: non baseline (CML, 1999) | FSETP 100 (Huijbregts, 1999 & 2000)	5026351484.31	3116664713.45	6884467113.89	648080967.331	1257240828.61	6750666566.69
Marine sedimental ecotoxicity (MSETP100) | Problem oriented approach: non baseline (CML, 1999) | MSETP 100 (Huijbregts, 1999 & 2000)	307882282121	236825488163	382226978330	40139535162.9	74883517864.6	324232057776
Terrestrial ecotoxicity (TETP100) | Problem oriented approach: non baseline (CML, 1999) | TETP 100 (Huijbregts, 1999 & 2000)	1412865252.46	1111441533.46	1668744144.23	182078311.959	328305264.784	1319226021.89
human toxicity (HTP500) | Problem oriented approach: non baseline (CML, 1999) | HTP 500 (Huijbregts, 1999 & 2000)	1.78485659862e+12	1.89064738644e+12	2.21488876462e+12	249715177878	463969772078	1.38173581851e+12
Freshwater aquatic ecotoxicity (FAETP500) | Problem oriented approach: non baseline (CML, 1999) | FAETP 500 (Huijbregts, 1999 & 2000)	2465966664.96	1756979003.41	3184245640.19	319827700.762	605460774.991	2875592891.44
Marine aquatic ecotoxicity (MAETP500) | Problem oriented approach: non baseline (CML, 1999) | MAETP 500 (Huijbregts, 1999 & 2000)	884920720669	777002076023	1.02070172493e+12	116204861935	211283485891	754766753969
Freshwater sedimental ecotoxicity (FSETP500) | Problem oriented approach: non baseline (CML, 1999) | FSETP 500 (Huijbregts, 1999 & 2000)	7104493977.03	4902450587.82	9285331656.02	919659992.418	1749642285.73	8547541192.35
Marine sedimental ecotoxicity (MSETP500) | Problem oriented approach: non baseline (CML, 1999) | MSETP 500 (Huijbregts, 1999 & 2000)	999358400275	854248291461	1.1700894069e+12	131024477175	239604778198	894773644071
Terrestrial ecotoxicity (TETP500) | Problem oriented approach: non baseline (CML, 1999) | TETP 500 (Huijbregts, 1999 & 2000) TETP 500	5886769379.87	4729043872.75	6905501023	761957375.934	1377856122.41	5426428835.98
photochemical oxidation (high NOx) | Problem oriented approach: baseline (CML, 1999) | POCP (Jenkin & Hayman, 1999; Derwent et al. 1998; high NOx)	939485810.272	882200437.762	982531766.736	108747213.035	198882058.911	877052120.199
photochemical oxidation (low NOx) | Problem oriented approach: non baseline (CML, 1999) | POCP (Andersson-Skï¿½ld et al. 1992; low NOx)	608324078.653	501029601.025	680364178.818	69698203.1979	130485128.653	645317530.735
photochemical oxidation (MIR; very high NOx) | Problem oriented approach: non baseline (CML, 1999) | MIR 1997; very high NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	267344681.26	229897737.836	291212955.976	29970559.1094	55840928.3143	271749584.119
photochemical oxidation (MOIR; high NOx) | Problem oriented approach: non baseline (CML, 1999) | MOIR; high NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	479559099.409	410546754.53	523851131.78	53885955.5046	100451916.559	489708085.418
photochemical oxidation (EBIR; low NOx) | Problem oriented approach: non baseline (CML, 1999) | EBIR; low NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	613231440.038	525495623.448	669457609.768	68871235.0593	128372380.716	625582877.477
acidification (incl. fate, average Europe total, A&B) | Problem oriented approach: baseline (CML, 1999) | AP ( Huijbregts, 1999; average Europe total, A&B)	15856170755.5	16011515152.3	13248013213.1	1696393470.99	3254110075.64	10197261494.8
acidification (fate not incl.) | Problem oriented approach: non baseline (CML, 1999) | AP (Hauschild & Wenzel (1998).	17192947335.1	17760639488.5	14058215088.5	1821953728.59	3531234634.89	10693647806.8
eutrophication (fate not incl.) | Problem oriented approach: baseline (CML, 1999) | EP (Heijungs et al. 1992))	2507484554.39	2797726145.02	1831308687.15	250643227.526	507827300.292	1348012741.96
eutrophication (incl. fate, average Europe total, A&B) | Problem oriented approach: non baseline (CML, 1999) | EP ( Huijbregts, 1999; average Europe total, A&B)	27821208943.5	31719352015.9	20085231588.5	2802260855.99	5695975408.99	14290928235.1
odour | Problem oriented approach: non baseline (CML, 1999) | 1/OTV	5.52574360543e+15	6.55464879177e+15	3.67926032674e+15	5.40645357226e+14	1.12120014164e+15	2.51448807334e+15
Climate change midpoint | ILCD recommended CF | Global warming potential 100 years	1.53858130361e+12	1.52103762467e+12	1.49203332273e+12	163493655243	301470690399	1.24037619856e+12
Climate change endpoint, human health | ILCD recommended CF | Disability Adjusted Life Years (DALY)	2153912.66601	2129360.05064	2088782.68005	228883.613692	422042.942695	1736455.90538
Climate change endpoint, ecosystems | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	12194.4146782	12054.313108	11826.937685	1295.95951088	2389.67005826	9832.3181941
Human toxicity midpoint, cancer effects | ILCD recommended CF | Comparative Toxic Unit for human (CTUh)	4877.41016692	4308.02847063	5961.95235028	652.148847568	1202.3972494	4451.80723837
Human toxicity midpoint, non-cancer effects | ILCD recommended CF | Comparative Toxic Unit for human (CTUh)	1058574.25711	1006588.08174	1191283.48208	143619.867587	269034.416571	906950.051373
Human toxicity endpoint, cancer effects | ILCD recommended CF | Disability Adjusted Life Years (DALY)	56074.5281651	49539.2438011	68544.0812371	7498.1566838	13825.4269105	51179.567632
Human toxicity endpoint, non-cancer effects | ILCD recommended CF | Disability Adjusted Life Years (DALY)	2856937.47557	2717020.18546	3215095.45575	387627.831214	726144.866975	2447638.97615
Particulate matter/Respiratory inorganics midpoint | ILCD recommended CF | emission-weighed average PM2.5 equivalent	2177459947.56	1678874378.81	2344700181.67	257616672.542	468812636.252	2110913329.28
Particulate matter/Respiratory inorganics endpoint | ILCD recommended CF | Disability Adjusted Life Years (DALY)	3919427.89264	3021973.87136	4220460.3129	463710.009063	843862.742323	3799643.97924
Photochemical ozone formation midpoint, human health | ILCD recommended CF | Photochemical ozone creation potential (POCP)	3026885764.24	3228546686.2	3046281894.82	353190671.994	648850368.822	2661653765.4
Photochemical ozone formation endpoint, human health | ILCD recommended CF | Disability Adjusted Life Years (DALY)	118.076423891	125.943719696	118.831742244	13.7771248553	25.3102279195	103.828200401
Acidification midpoint | ILCD recommended CF | Accumulated Exceedance (AE)	22498797853.7	24217846246.9	17207623976.4	2323128230.11	4582145781	12751498656.7
Acidification endpoint | ILCD recommended CF | Change in potentially not occuring fraction of plant species per change in base saturation	104.193881761	112.65790597	79.2365616625	10.7338050325	21.2168464761	58.5415467608
Eutrophication terrestrial midpoint | ILCD recommended CF | Accumulated Exceedance (AE)	74597538673.4	88487758688.9	49670014411.1	7298712322.55	15136201912.1	33945588990.1
Eutrophication marine midpoint | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	618883283.809	734120664.678	412077156.595	60552280.0093	125574415.863	281622664.214
Ecotoxicity freshwater midpoint | ILCD recommended CF | Comparative Toxic Unit for ecosystems (CTUe)	537279597712	527427621555	553188082227	71766126120.4	131707156345	394046180945
Ecotoxicity freshwater endpoint | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	537279597712	527427621555	553188082227	71766126120.4	131707156345	394046180945
GHG emissions AR5 (GWP100) | GWP100 (IPCC, 2010)	1.61281539743e+12	1.60901631959e+12	1.56561903275e+12	171149011801	315678173132	1.304170922e+12
Nitrogen	2856005828.86	2873835461.77	2322418366.34	275109552.289	615050254.116	2368220753.88
Phosphorous	1755608496.64	1714124072.76	982743884.869	133426870.866	295577872.659	1419169840.62
PM10	1209253577.8	889629703.345	1395129460.43	149665425.569	266044168.789	1277528005.59
PM25	868496471.707	659683533.156	983548279.544	107167806.874	190985356.725	884962048.242
SOx	4435917683.41	3376188470.06	4653631900.46	527007062.05	913069735.311	3937209675.76
NOx	3383962677.91	2945657490.72	3554062584.42	397931259.142	729080826.301	2899066399.95
Domestic Extraction Used - Crop and Crop Residue	479228.504448	465641.945195	293113.505032	37222.0293989	81774.6896017	354183.465408
Domestic Extraction Used - Grazing and Fodder	747529.750457	740814.514438	382749.744447	50839.6706025	112155.207749	487841.059268
Domestic Extraction Used - Forestry and Timber	166678.984429	144375.84972	90647.6832358	10469.4439205	23653.9231376	109857.460984
Domestic Extraction Used â Fisheries	5672.83624241	5880.70675793	3929.59350415	483.030525282	1055.5322787	3869.77865177
Domestic Extraction Used - Non-metalic Minerals	1938734.43676	2229884.96962	2251493.78448	240004.61372	338851.861276	1963362.1478
Domestic Extraction Used - Iron Ore	148135.836273	246359.301019	161659.944215	14627.1764062	24610.9388379	184237.17858
Domestic Extraction Used - Non-ferous metal ores	323196.705602	530054.484795	240194.92407	27108.3746245	41593.5513178	240540.4775
Unused Domestic Extraction - Crop and Crop Residue	269746.754951	244969.690421	168123.161281	20297.7079928	44143.8975503	199089.267019
Unused Domestic Extraction - Grazing and Fodder	20040.2200058	33551.5553084	15917.9272709	2217.44070618	7285.36912425	23251.0168274
Unused Domestic Extraction - Forestry and Timber	25001.5503753	22046.5727378	13960.2107527	1599.43892146	3703.91910695	16854.1250792
Unused Domestic Extraction â Fisheries	1179.35939464	1246.54910039	806.858170337	99.5597247867	217.988968569	762.178799756
Unused Domestic Extraction - Coal and Peat	1682095.21506	3971859.53412	1891690.04195	136040.199686	278193.458408	1849369.41195
Unused Domestic Extraction - Oil and Gas	102091.35039	199375.711907	98117.3596978	10636.0409727	15298.9527124	33222.5886996
Unused Domestic Extraction - Non-metalic Minerals	24014.1439698	69335.2679254	59378.5583117	4819.79788464	10197.4411078	43797.0334083
Unused Domestic Extraction - Iron Ore	134110.720364	253397.581914	141742.890337	11989.9996069	21251.1971393	163650.96779
Unused Domestic Extraction - Non-ferous metal ores	416952.654146	740601.181232	248208.426562	29931.2666789	46253.4632596	236559.743998
Land use Crop, Forest, Pasture	4237455.99204	4416171.62118	2120977.31215	265799.060553	642899.230415	2722106.29885
