stressor	Europe	Asia	America	Oceania	Africa	Other
As - non combustion - Agglomeration plant - pellets - air	30374.3475072	19714.1261806	22541.851099	716.187804524	2787.79274921	7565.25274782
As - non combustion - Agglomeration plant - sinter - air	54717.1484794	164463.492756	55534.380571	4165.66628163	11282.295358	37684.3522218
As - non combustion - Glass production - air	35.8765388097	210.623978775	29.206146199	2.24177604052	17.9567723475	32.3669615531
As - non combustion - Production of coke oven coke - air	142982.726091	721005.010557	147333.819442	9800.05346989	23115.09026	117158.482708
As - non combustion - Production of gascoke - air	424.683864307	4632.29757469	593.348841671	45.9840327303	77.3148530075	681.848274872
As - non combustion - Steel production: basic oxygen furnace - air	5681637.38965	4566584.20877	8344400.10175	260136.673254	2139637.27687	3732319.08584
As - non combustion - Steel production: electric arc furnace - air	66678.8844764	202529.99046	115061.780058	4275.88679639	25279.0078241	61852.4315833
As - non combustion - Steel production: open hearth furnace - air	5973172.96945	1251649.02221	1205758.43945	75361.4310799	195222.280808	626837.255099
B(a)P - non combustion - Primary aluminium production - air	533737.999113	233544.409813	294387.216413	29289.2092241	56699.4064428	130145.028953
B(a)P - non combustion - Production of coke oven coke - air	1072370.44568	5407537.57917	1105003.64581	73500.4010242	173363.17695	878688.62031
B(a)P - non combustion - Production of gascoke - air	3185.12898231	34742.2318102	4450.11631254	344.880245477	579.861397557	5113.86206155
B(b)F - non combustion - Primary aluminium production - air	711650.665484	311392.546417	392516.28855	39052.2789654	75599.2085905	173526.705271
B(b)F - non combustion - Production of coke oven coke - air	357456.815227	1802512.52639	368334.548605	24500.1336747	57787.7256499	292896.20677
B(b)F - non combustion - Production of gascoke - air	1061.70966077	11580.7439368	1483.37210418	114.960081826	193.287132519	1704.62068719
B(k)F - non combustion - Primary aluminium production - air	711650.665484	311392.546417	392516.28855	39052.2789654	75599.2085905	173526.705271
B(k)F - non combustion - Production of coke oven coke - air	357456.815227	1802512.52639	368334.548605	24500.1336747	57787.7256499	292896.20677
B(k)F - non combustion - Production of gascoke - air	1061.70966077	11580.7439368	1483.37210418	114.960081826	193.287132519	1704.62068719
CH4 - non combustion - Extraction/production of (natural) gas - air	4544433714.1	3046567114.32	4456118810.55	195635322.595	910730037.414	2293579818.24
CH4 - non combustion - Extraction/production of crude oil - air	10937970547.9	11329598577.8	13039577394.1	547843854.788	3528725910.7	6145215356.5
CH4 - non combustion - Mining of antracite - air	218864889.426	158411550.769	75352115.2014	10062931.5725	17172076.1808	127828606.202
CH4 - non combustion - Mining of bituminous coal - air	3273798246.82	12674981022.1	3180270239.64	686757292.092	2061602148.9	2297149591.36
CH4 - non combustion - Mining of coking coal - air	932414149.01	2457219859.4	606394866.445	598732243.416	158515891.238	529643527.248
CH4 - non combustion - Mining of lignite (brown coal) - air	165634865.515	69417441.5645	37596407.8655	10661184.7351	4158892.80821	22790878.8919
CH4 - non combustion - Mining of sub-bituminous coal - air	232807994.42	964857151.017	1435947251.17	170258270.616	28591931.2051	246191774.134
CH4 - non combustion - Oil refinery - air	161138217.507	48965328.8783	70153257.1993	3616527.08557	25400266.2388	44452434.7838
CO - non combustion - Agglomeration plant - sinter - air	14828666598.4	37798799719	14441981536.2	1080840604.6	3009487387.11	9326459446.39
CO - non combustion - Bricks production - air	1037744471.62	5390306755.8	2412531049.33	99149483.9666	383714613.883	1242355544.86
CO - non combustion - Carbon black production - air	38597410.2508	87477714.1989	88698101.6255	4714006.71765	7690559.88612	24376417.5243
CO - non combustion - Cement production - air	79933728.4319	260672415.025	126899846.991	5626103.41719	24521730.7135	70888218.9372
CO - non combustion - Chemical wood pulp, dissolving grades - air	2025106.12712	936570.624517	2688523.47937	36842.892973	962127.267937	473960.342173
CO - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	32256990.7452	41643585.971	93519302.8854	1693345.62988	3986946.05263	12932969.3985
CO - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	3621565.29203	515444.060091	2080942.65968	107348.739018	111511.632825	549388.370353
CO - non combustion - Glass production - air	15517.843311	96267.2377946	12936.7745895	999.692274795	3253.08094773	14584.3088069
CO - non combustion - Lime production - air	44126301.4343	99321768.6396	49850698.5919	2477877.79914	7748755.20809	25850209.2153
CO - non combustion - Oil refinery - air	80408159.2181	59621821.3712	97292321.7512	5050473.27852	31873701.4905	59917859.026
CO - non combustion - Pig iron production, blast furnace - air	6516902869.35	14692075315.5	5960447813.28	374782905.314	1040519611.75	3489133821.86
CO - non combustion - Primary aluminium production - air	6106524034.74	5691941079.31	2947157166.77	381057499.287	446095339.762	1583171940.81
CO - non combustion - Production of coke oven coke - air	196205093.594	712324774.158	228973752.388	11809397.2283	42838053.0193	130884897.015
CO - non combustion - Production of gascoke - air	254400.951036	2774913.31206	355437.355416	27546.0940296	46314.3853284	408451.707655
CO - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	24499758.647	152895321.781	33051985.8672	3465366.33607	4051498.27356	26371634.1967
CO - non combustion - Steel production: basic oxygen furnace - air	1940897150.97	4581752232.41	1783117171.46	114308405.7	292010746.448	1041135913.83
CO - non combustion - Steel production: electric arc furnace - air	944922536.638	1295537749.48	1099262649.63	37913219.6145	122135134.573	372520716.69
CO2 - non combustion - Cement production - air	171604702512	629143686713	191238663987	12767553104.3	47405037260.5	169074021954
CO2 - non combustion - Lime production - air	50009808358.9	112564671275	56497458479.4	2808261509.44	8781922580.87	29296903816.4
Cd - non combustion - Agglomeration plant - pellets - air	168.74637504	109.522923226	125.232506105	3.97882113624	15.4877374956	42.0291819323
Cd - non combustion - Agglomeration plant - sinter - air	12159.3663288	36547.4428347	12340.9734602	925.70361814	2507.17674623	8374.30049374
Cd - non combustion - Glass production - air	24.5471055013	144.111143372	19.9831526625	1.53384676456	12.2862126588	22.1458157994
Cd - non combustion - Nickel, unwrought - air	682.91880867	558.087680524	769.503950271	338.300712867	131.916668394	348.750282564
Cd - non combustion - Production of coke oven coke - air	42894.8178273	216301.503167	44200.1458326	2940.01604097	6934.52707799	35147.5448124
Cd - non combustion - Production of gascoke - air	127.405159292	1389.68927241	178.004652502	13.7952098191	23.1944559023	204.554482462
Cd - non combustion - Refined copper; unwrought, not alloyed - air	3815.70531759	6915.88355415	6175.80053936	1213.39798228	880.40538358	2225.64838626
Cd - non combustion - Refined lead, unwrought - air	2780.09783643	7145.3548327	4393.65541885	568.998971567	472.310192257	1654.8991797
Cd - non combustion - Steel production: basic oxygen furnace - air	951674.262768	764902.854969	1397687.01704	43572.89277	358389.243875	625163.446879
Cd - non combustion - Steel production: electric arc furnace - air	889051.79302	2700399.8728	1534157.06745	57011.823952	337053.437655	824699.087778
Cd - non combustion - Steel production: open hearth furnace - air	159284.612519	33377.3072589	32153.5583855	2009.63816213	5205.92748821	16715.660136
Cd - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	4287.44345509	6936.18498202	7058.19525726	1021.26120686	577.645677145	2387.23210946
Cd - non combustion - Zinc, unwrought, not alloyed - air	4890.74342111	9695.01539706	4978.80173322	1291.81911794	2154.0397082	2462.09205025
Cr - non combustion - Agglomeration plant - pellets - air	3543.67387583	2299.98138774	2629.88262821	83.5552438611	325.242487408	882.612820578
Cr - non combustion - Agglomeration plant - sinter - air	48637.4653151	146189.771339	49363.893841	3702.81447256	10028.7069849	33497.201975
Cr - non combustion - Glass production - air	43.4294943485	254.965869043	35.3548085567	2.71372889115	21.7371454733	39.1810587221
Cr - non combustion - Pig iron production, blast furnace - air	15675576.5365	35635672.3332	16083924.3158	996621.408472	2825279.00685	8901830.62779
Cr - non combustion - Steel production: basic oxygen furnace - air	32669414.9905	26257859.2004	47980300.5851	1495785.87121	12302914.342	21460834.7436
Cr - non combustion - Steel production: electric arc furnace - air	444525.89651	1350199.9364	767078.533723	28505.911976	168526.718828	412349.543889
Cr - non combustion - Steel production: open hearth furnace - air	457943.260992	95959.7583692	92441.4803582	5777.70971613	14967.0415286	48057.522891
Cu - non combustion - Agglomeration plant - pellets - air	6074.86950143	3942.82523612	4508.37021979	143.237560905	557.558549843	1513.05054956
Cu - non combustion - Agglomeration plant - sinter - air	100314.772212	301516.403386	101813.031047	7637.05484966	20684.2081564	69087.9790734
Cu - non combustion - Glass production - air	1.3217672193	7.75983079695	1.0760159126	0.0825917488612	0.661565297012	1.19246700459
Cu - non combustion - Pig iron production, blast furnace - air	102232.02089	232406.558694	104895.158581	6499.70483786	18425.7326534	58055.4171378
Cu - non combustion - Steel production: basic oxygen furnace - air	284081.869483	228329.210438	417220.005088	13006.8336627	106981.863843	186615.954292
Cu - non combustion - Steel production: electric arc furnace - air	88905.179302	270039.98728	153415.706745	5701.1823952	33705.3437655	82469.9087778
Cu - non combustion - Steel production: open hearth furnace - air	59731.7296945	12516.4902221	12057.5843945	753.614310799	1952.22280808	6268.37255099
HCB - non combustion - Agglomeration plant - pellets - air	53.9988400128	35.0473354323	40.0744019538	1.2732227636	4.95607599861	13.4493382184
HCB - non combustion - Agglomeration plant - sinter - air	97.2749306301	292.379542678	98.7277876818	7.40562894512	20.0574139699	66.9944039499
Hg - non combustion - Agglomeration plant - pellets - air	337.49275008	219.045846452	250.46501221	7.95764227249	30.9754749913	84.0583638646
Hg - non combustion - Agglomeration plant - sinter - air	148952.237527	447706.174726	151176.924888	11339.8693222	30712.9151413	102585.181048
Hg - non combustion - Glass production - air	0.566471665416	3.32564177012	0.461149676827	0.0353964637977	0.283527984434	0.51105728768
Hg - non combustion - Nickel, unwrought - air	1422.74751806	1162.68266776	1603.13322973	704.793151806	274.826392487	726.563088675
Hg - non combustion - Pig iron production, blast furnace - air	681.546805934	1549.37705796	699.30105721	43.3313655857	122.838217689	387.036114252
Hg - non combustion - Production of coke oven coke - air	28596.5452182	144201.002111	29466.7638883	1960.01069397	4623.01805199	23431.6965416
Hg - non combustion - Production of gascoke - air	84.9367728612	926.459514935	118.669768334	9.19680654603	15.4629706015	136.369654974
Hg - non combustion - Refined copper; unwrought, not alloyed - air	7949.38607832	14408.0907379	12866.2511237	2527.91246309	1834.17788246	4636.76747138
Hg - non combustion - Refined lead, unwrought - air	5791.87049255	14886.1559015	9153.44878926	1185.4145241	983.979567201	3447.70662438
HCB - non combustion - Secondary aluminium production - air	9458.02284608	7170.24480227	10445.3516725	473.153005918	2177.22862282	4397.87320011
Hg - non combustion - Steel production: basic oxygen furnace - air	19885.7308638	15983.0447307	29205.4003561	910.478356389	7488.73046903	13063.1168004
Hg - non combustion - Steel production: electric arc furnace - air	222262.948255	675099.9682	383539.266861	14252.955988	84263.3594138	206174.771944
Hg - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	8932.17386478	14450.3853792	14704.5734526	2127.6275143	1203.42849405	4973.40022805
Hg - non combustion - Zinc, unwrought, not alloyed - air	10189.048794	20197.9487439	10372.5036109	2691.28982905	4487.58272542	5129.35843803
Indeno - non combustion - Primary aluminium production - air	88956.3331855	38924.0683022	49064.5360688	4881.53487068	9449.90107381	21690.8381589
Indeno - non combustion - Production of coke oven coke - air	428948.178273	2163015.03167	442001.458326	29400.1604097	69345.2707799	351475.448124
Indeno - non combustion - Production of gascoke - air	1274.05159292	13896.8927241	1780.04652502	137.952098191	231.944559023	2045.54482462
NH3 - non combustion - N- fertilizer production - air	32114054.8016	46784164.5401	46004867.973	1168086.36944	4059201.60737	20407729.3148
NMVOC - non combustion - Beef and veal - air	2299358.00338	833129.728693	8131365.04923	474255.002441	909682.16996	602242.229144
NMVOC - non combustion - Coil coating (coating of aluminum and steel) - air	7244760.91711	6100079.92156	9131051.344	474999.406935	843863.923723	2330527.54396
NMVOC - non combustion - Decorative paint applicatoin - air	398113784.172	461767686.579	739723347.568	33963284.0376	64137798.4453	203821921.984
NMVOC - non combustion - Degreasing - air	277637205.15	267762827.09	502059216.418	19899994.787	61116589.8559	178607681.832
NMVOC - non combustion - Diesel distribution - transport and depots (used in mobile sources) - air	15474830.9296	14008935.0168	17356356.291	880312.546885	1686273.36985	4886750.56059
NMVOC - non combustion - Diesel distribution - transport and depots (used in stationary sources) - air	3518588.30666	2637540.16486	3523507.68915	180571.789268	351386.301927	996405.003629
NMVOC - non combustion - Dry cleaning - air	78254114.9984	60473925.4012	97702398.6198	4521539.47017	8609232.97795	27308904.2566
NMVOC - non combustion - Extraction, proc. and distribution of gaseous fuels - air	190362141.972	189899253.524	266913747.214	10463051.2233	20232087.0372	61691025.8814
NMVOC - non combustion - Extraction, proc. and distribution of liquid fuels - air	1010933759.28	941096684.132	1032122848.51	39875798.0769	67651908.3806	257048234.327
NMVOC - non combustion - Extraction/production of (natural) gas - air	135832101.142	83628135.2308	144300370.89	6872625.55241	20874640.9548	57834631.7872
NMVOC - non combustion - Extraction/production of crude oil - air	454264428.901	434679249.003	530215157.664	22927233.0197	114699501.968	240824972.471
NMVOC - non combustion - Fat, edible and non-edible oil extraction - air	102066391.046	86220632.4101	253042667.403	8037484.02074	56934653.3788	95470460.8887
NMVOC - non combustion - Fish, dried, salted or in brine; smoked fish; edible fish meal - air	173337.825671	163296.40696	256439.98003	4409.80775828	148834.337429	54584.7775856
NMVOC - non combustion - Fish, fish fillets, other fish meat and fish livers and roes, frozen - air	1704608.17846	2597336.3575	1163797.28698	54749.1709877	323731.770852	731389.919494
NMVOC - non combustion - Fish, otherwise prepared or preserved; caviar - air	749617.29264	464776.284062	411071.848215	23015.3942396	144338.269999	378022.103257
NMVOC - non combustion - Flexography and rotogravure in packaging - air	319767851.791	301683640.376	537617094.158	22716044.9045	57992244.2857	174134435.232
NMVOC - non combustion - Gasoline distribution - service stations - air	231651449.004	269319453.456	897522663.06	18171956.6832	59909145.8552	139717294.801
NMVOC - non combustion - Gasoline distribution - transport and depots (used in mobile sources) - air	176769736.401	198010864.009	658781494.668	19553140.5101	43383495.0076	103273000.561
NMVOC - non combustion - Gasoline distribution - transport and depots (used in stationary sources) - air	84054011.4034	196199800.393	88405655.0188	3427185.98629	14041671.7838	46619669.6847
NMVOC - non combustion - Industrial application of adhesives (use of high performance solvent based adhesives) - air	152746886.416	122706607.617	193020478.695	8917987.30424	17252144.5299	54728531.6419
NMVOC - non combustion - Industrial application of adhesives (use of traditional solvent based adhesives) - air	301900379.451	341329573.038	855270601.14	24939990.315	151331780.12	411595688.502
NMVOC - non combustion - Industrial paint application, general industry (continuous processes) - air	60009908.1027	53910347.8724	84564259.3544	3916185.46295	7454723.27109	23719353.2324
NMVOC - non combustion - Industrial paint application, general industry (plastic parts) - air	106110438.81	88199986.4077	141120118.262	6413995.35211	13277493.6137	41556812.8438
NMVOC - non combustion - Industrial paint application, general industry - air	461463939.611	446268240.651	828607381.75	31333801.5665	109442204.837	315488181.606
NMVOC - non combustion - Inorganic chemical industry, fertilizers and other - air	70441196.7936	59047684.0519	87940057.4234	4641160.36404	7962270.84561	22247383.9037
NMVOC - non combustion - Leather coating - air	47475051.3861	36998790.3886	58297677.2464	2928893.50421	6277193.91905	15815804.0362
NMVOC - non combustion - Manufacture of automobiles - air	136913905.923	138107922.707	214583086.818	11086280.8759	16734060.8031	52027687.3343
NMVOC - non combustion - Mutton and lamb - air	222171.827659	99394.949245	92572.5315245	109341.314633	74110.3812873	153676.94986
NMVOC - non combustion - Oil refinery - air	780529957.381	595569763.922	1032159760.15	49704670.621	378937778.922	690238451.3
NMVOC - non combustion - Organic chemical industry - downstream units - air	204660740.072	185959570.535	278908808.909	14625504.3537	25408948.3189	70128993.0148
NMVOC - non combustion - Organic chemical industry, storage - air	47440899.31	39884871.8053	59381471.1223	3135753.27082	5388712.84979	15066975.9746
NMVOC - non combustion - Other industrial use of solvents - air	384464786.918	314351221.467	492076291.883	22858876.4105	43794930.3618	139295987.179
NMVOC - non combustion - Pharmaceutical industry - air	138310906.779	87940979.1124	201858921.104	6443565.15349	33911625.661	93509472.6429
NMVOC - non combustion - Polystyrene processing - air	54265528.5522	42426883.4391	66284119.4582	3389440.42982	6051070.1044	19044910.2805
NMVOC - non combustion - Polyvinylchloride produceduction by suspension process - air	29476120.7399	17759367.6192	60913747.6555	656138.840589	1434920.21941	9122221.84275
NMVOC - non combustion - Pork - air	5579821.89935	956432.931659	4691450.60892	161413.188106	216798.039358	612650.316698
NMVOC - non combustion - Poultry, dressed - air	4298141.57673	1352747.02504	9129237.70523	77605.2348184	177550.563499	817267.22021
NMVOC - non combustion - Printing, offset - air	76380723.8328	60760663.514	95466049.214	4417592.55474	8394423.23192	26712829.932
NMVOC - non combustion - Products incorporating solvents - air	67985110.8025	52106815.3007	87934257.2672	3852783.37061	9083328.20909	27706813.842
NMVOC - non combustion - Raw sugar - air	188677022.295	335925256.863	595480079.981	31446075.1335	67550209.0713	121753278.044
NMVOC - non combustion - Rotogravure in publication - air	46628533.9661	38060308.8473	60826966.772	2816852.45216	5365492.78177	17037576.8272
NMVOC - non combustion - Screen printing - air	27891920.7085	22631240.1362	50468236.5089	1654955.37342	8124313.82207	22517690.9019
NMVOC - non combustion - Steam cracking (ethylene and propylene production) - air	30428952.8633	22651317.2725	12118116.9605	512799.909544	1592569.92113	7100678.62717
NMVOC - non combustion - Synthetic rubber - air	29061805.3753	24453916.6499	36605676.4827	1910286.11963	3378381.35256	9312137.14085
NMVOC - non combustion - Tyre production - air	53188678.0768	42034906.4984	65480919.9601	3554868.79951	4774875.52942	16150848.0766
NMVOC - non combustion - Vehicle refinishing - air	92085644.5529	91906359.4385	134353564.679	6172967.15331	12088912.0624	38534062.8979
NMVOC - non combustion - Wire coating - air	9549167.02304	7809447.71574	12221984.1327	567879.485026	1088404.06427	3461741.10776
NOx - non combustion - Agglomeration plant - pellets - air	210932968.8	136903654.032	156540632.632	4973526.42031	19359671.8695	52536477.4154
NOx - non combustion - Agglomeration plant - sinter - air	451308304.825	985426609.761	423144685.469	26898416.6579	92364598.6372	263866287.99
NOx - non combustion - Bricks production - air	65.023627775	405.900064123	108.227774975	6.25844003205	16.2796005498	74.2493276507
NOx - non combustion - Cement production - air	803218594.176	2554712963.81	1682087388.45	63713699.3527	341863625.78	847291543.978
NOx - non combustion - Chemical wood pulp, dissolving grades - air	1687450.1516	625590.164098	1732606.29292	29834.0174346	1146599.93319	416315.886743
NOx - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	19975263.7636	24461798.9697	66773300.2966	1058601.73439	3794196.85237	9101240.657
NOx - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	2144930.6017	323269.640291	1279085.58738	63920.1288521	70384.5414979	374284.625357
NOx - non combustion - Glass production - air	1668938.93185	10353509.6854	1391345.84183	107516.574555	349867.783384	1568537.60372
NOx - non combustion - Lime production - air	111445174.722	243692868.967	166776003.798	7046332.41253	31224863.2963	82980273.6902
NOx - non combustion - Nickel, unwrought - air	217519.167957	177758.712124	245097.743505	107753.496679	42017.299252	111081.830409
NOx - non combustion - Oil refinery - air	316604734.426	262882257.39	474066620.766	22787642.1952	164464661.739	300374647.442
NOx - non combustion - Pig iron production, blast furnace - air	150540456.282	339386939.786	137686344.487	8657485.11275	24036003.0315	80598991.2849
NOx - non combustion - Production of coke oven coke - air	84537888.6982	257539132.759	59387310.1189	4507608.46232	8496552.17323	43942744.4747
NOx - non combustion - Production of gascoke - air	127200.475518	1387456.65603	177718.677708	13773.0470148	23157.1926642	204225.853827
NOx - non combustion - Refined copper; unwrought, not alloyed - air	1215355.37653	2202805.39544	1967078.63034	386484.185464	280421.397199	708900.061029
NOx - non combustion - Refined lead, unwrought - air	885499.946027	2275895.19901	1399440.54676	181234.110545	150437.38543	527108.476222
NOx - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	14815343.5475	86240161.5558	20185611.3513	2010001.19086	3086932.65232	16575099.7771
NOx - non combustion - Steel production: basic oxygen furnace - air	19408971.5097	45817522.3241	17831171.7146	1143084.057	2920107.46448	10411359.1383
NOx - non combustion - Steel production: electric arc furnace - air	19353182.2065	25950018.1869	22028932.5461	761523.672028	2453863.62357	7485773.80309
NOx - non combustion - Sulphuric acid production - air	3101551.0338	4574725.57579	2980370.57201	309154.702953	511975.886616	1425397.9496
NOx - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	1365610.55454	2209271.68345	2248133.65827	325285.941994	183988.206902	760366.731123
NOx - non combustion - Zinc, unwrought, not alloyed - air	1557770.01035	3087997.65906	1585817.81126	411462.411224	686091.698055	784210.666635
Ni - non combustion - Agglomeration plant - pellets - air	18562.1012544	12047.5215548	13775.5756716	437.670324987	1703.65112452	4623.21001256
Ni - non combustion - Agglomeration plant - sinter - air	273585.742397	822317.463781	277671.902855	20828.3314082	56411.4767902	188421.761109
Ni - non combustion - Glass production - air	92.5237053511	543.188155786	75.3211138816	5.78142242028	46.3095707908	83.472690321
Ni - non combustion - Production of coke oven coke - air	428948.178273	2163015.03167	442001.458326	29400.1604097	69345.2707799	351475.448124
Ni - non combustion - Production of gascoke - air	1274.05159292	13896.8927241	1780.04652502	137.952098191	231.944559023	2045.54482462
Ni - non combustion - Steel production: basic oxygen furnace - air	1846532.15164	1484139.86785	2711930.03307	84544.4188075	695382.114982	1213003.7029
Ni - non combustion - Steel production: electric arc furnace - air	3111681.27556	9451399.55478	5369549.73606	199541.383832	1179687.03179	2886446.80722
Ni - non combustion - Steel production: open hearth furnace - air	1991057.65648	417216.340735	401919.479818	25120.4770266	65074.0936026	208945.7517
PAH - non combustion - Agglomeration plant - pellets - air	320.618112576	208.093554129	237.941761601	7.55976015886	29.4267012417	79.8554456714
PAH - non combustion - Agglomeration plant - sinter - air	972749.306301	2923795.42678	987277.876818	74056.2894512	200574.139699	669944.039499
PAH - non combustion - Pig iron production, blast furnace - air	17038670.1484	38734426.4491	17482526.4302	1083284.13964	3070955.44223	9675902.85629
PAH - non combustion - Production of coke oven coke - air	1286844.53482	6489045.09501	1326004.37498	88200.4812289	208035.81234	1054426.34437
PAH - non combustion - Production of gascoke - air	3822.15477877	41690.6781722	5340.13957505	413.856294573	695.833677068	6136.63447386
PAH - non combustion - Steel production: basic oxygen furnace - air	1420.40934741	1141.64605219	2086.10002544	65.0341683135	534.909319216	933.07977146
PAH - non combustion - Steel production: electric arc furnace - air	71124143.4415	216031989.824	122732565.396	4560945.91615	26964275.0124	65975927.0222
PCB - non combustion - Agglomeration plant - pellets - air	6074.86950143	3942.82523612	4508.37021979	143.237560905	557.558549843	1513.05054956
PCB - non combustion - Agglomeration plant - sinter - air	10943.4296959	32892.6985513	11106.8761142	833.133256326	2256.45907161	7536.87044437
