stressor	Europe	Asia	America	Oceania	Africa	Other
Cu - non combustion - Steel production: electric arc furnace - air	44445.9106601	28809.669709	48522.8400988	5495.21472778	9780.49871794	44442.334454
Cu - non combustion - Steel production: open hearth furnace - air	1190.36696511	5543.85999	6590.4262042	538.62599136	1618.34202091	5718.86754739
HCB - non combustion - Agglomeration plant - pellets - air	6.07829298397	7.94701593831	9.53837790428	1.01721159598	2.28878153143	9.0329635753
HCB - non combustion - Agglomeration plant - sinter - air	36.3194845127	17.9855820415	47.7717208521	4.52550330938	8.4018383099	48.2165329969
Hg - non combustion - Agglomeration plant - pellets - air	37.9893311498	49.6688496144	59.6148619017	6.35757247485	14.3048845714	56.4560223456
Hg - non combustion - Agglomeration plant - sinter - air	55614.2106602	27540.422501	73150.4475549	6929.67694249	12865.314912	73831.5661515
Hg - non combustion - Glass production - air	0.344219078823	0.0338068247349	0.461149676827	0.0353964637977	0.0596110625707	0.51105728768
Hg - non combustion - Nickel, unwrought - air	321.865894871	435.381222833	368.458845473	40.3590374314	92.1548812435	356.793101933
Hg - non combustion - Pig iron production, blast furnace - air	206.123930746	125.790842929	269.852131089	26.5806348918	50.7104306041	269.802764247
Hg - non combustion - Production of coke oven coke - air	14034.9836881	2205.43785317	19866.996566	1599.21272923	2847.47499352	22416.642095
Hg - non combustion - Production of gascoke - air	84.9367728612	0	118.669768334	9.19680654603	15.4629706015	136.369654974
Hg - non combustion - Refined copper; unwrought, not alloyed - air	2534.72991549	2152.47819909	2827.96133598	297.796625766	597.221775759	3053.30852765
Hg - non combustion - Refined lead, unwrought - air	1997.76875156	1183.31126403	2447.24044954	232.804641429	447.921186365	2748.26357541
HCB - non combustion - Secondary aluminium production - air	2023.98795012	2420.34035256	2240.54431806	294.633350702	589.230858051	1710.87162799
Hg - non combustion - Steel production: basic oxygen furnace - air	6198.81322059	7241.72860316	5740.82531713	863.545967496	1620.04638712	3592.23585441
Hg - non combustion - Steel production: electric arc furnace - air	111114.77665	72024.1742725	121307.100247	13738.0368194	24451.2467948	111105.836135
Hg - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	2552.63495612	2347.866253	2890.8967546	325.25764193	657.136610633	3064.59603208
Hg - non combustion - Zinc, unwrought, not alloyed - air	3315.54475001	2235.89822609	3971.79320616	337.721207377	646.248874274	4019.72561026
Indeno - non combustion - Primary aluminium production - air	8541.83021172	13944.3643764	14290.0944962	1539.37735791	3608.20749983	11981.3962266
Indeno - non combustion - Production of coke oven coke - air	210524.755322	33081.5677975	298004.948491	23988.1909385	42712.1249029	336249.631426
Indeno - non combustion - Production of gascoke - air	1274.05159292	0	1780.04652502	137.952098191	231.944559023	2045.54482462
NH3 - non combustion - N- fertilizer production - air	8721635.16664	8512437.65765	9659354.52739	1168086.36944	2259004.67126	8719247.03742
NMVOC - non combustion - Beef and veal - air	632626.168966	688992.210034	278649.269742	56697.2119879	111251.393787	565005.326362
NMVOC - non combustion - Coil coating (coating of aluminum and steel) - air	1206359.47364	1346507.18745	1466990.52957	172429.856093	365996.681653	1543172.52158
NMVOC - non combustion - Decorative paint applicatoin - air	48746520.4553	39152037.7428	58300077.2642	5781955.20942	12202500.1143	68349439.3452
NMVOC - non combustion - Degreasing - air	31286550.1004	27405593.8862	36429949.4832	3722234.32986	7939708.393	42016356.9725
NMVOC - non combustion - Diesel distribution - transport and depots (used in mobile sources) - air	2559328.40041	2920929.16835	3276285.17992	362781.187683	765149.064316	3321585.13172
NMVOC - non combustion - Diesel distribution - transport and depots (used in stationary sources) - air	501036.333967	629814.065663	674520.237354	74557.5862809	161452.446434	667677.118435
NMVOC - non combustion - Dry cleaning - air	6326351.05648	6136736.89829	8743971.21658	835336.977425	1870473.23598	9725997.86096
NMVOC - non combustion - Extraction, proc. and distribution of gaseous fuels - air	39992303.5692	63797634.3082	40164924.682	4774622.17488	8314596.58409	38054018.942
NMVOC - non combustion - Extraction, proc. and distribution of liquid fuels - air	168286427.31	306081075.799	207333317.279	21723193.7403	38719788.8073	187360300.855
NMVOC - non combustion - Extraction/production of (natural) gas - air	32082638.6005	62052481.5227	32721118.9418	3924760.41694	6850542.93177	16309812.4195
NMVOC - non combustion - Extraction/production of crude oil - air	184822340.452	341019811.158	172455733.654	18991424.7777	27424807.8758	59590509.7939
NMVOC - non combustion - Fat, edible and non-edible oil extraction - air	45940592.6875	52442738.4317	34063877.0268	5920523.62405	10696546.2282	20865460.4026
NMVOC - non combustion - Fish, dried, salted or in brine; smoked fish; edible fish meal - air	53245.004059	36221.3924319	41874.7046802	4409.80775828	7601.71966121	43455.8487812
NMVOC - non combustion - Fish, fish fillets, other fish meat and fish livers and roes, frozen - air	364386.526632	271527.777943	509512.146208	49727.3464178	99696.0160565	481883.510855
NMVOC - non combustion - Fish, otherwise prepared or preserved; caviar - air	138528.858198	188770.386696	173759.705412	23015.3942396	46879.8138057	98502.4025751
NMVOC - non combustion - Flexography and rotogravure in packaging - air	33966488.998	30239744.8657	41395571.4546	4147413.15638	8950514.26314	47554609.9134
NMVOC - non combustion - Gasoline distribution - service stations - air	93726544.0419	100320586.008	60849919.6804	10716711.1853	19253344.6092	72965046.9053
NMVOC - non combustion - Gasoline distribution - transport and depots (used in mobile sources) - air	68775988.296	74683444.9602	45441116.3729	7863343.91564	14307349.7897	54904301.5393
NMVOC - non combustion - Gasoline distribution - transport and depots (used in stationary sources) - air	25619030.7	15717123.7443	33574828.5372	3244142.72427	6095616.59808	33652593.977
NMVOC - non combustion - Industrial application of adhesives (use of high performance solvent based adhesives) - air	12603843.3808	12421239.4033	17767731.6637	1686868.59457	3798964.83688	19647625.3433
NMVOC - non combustion - Industrial application of adhesives (use of traditional solvent based adhesives) - air	49492476.7346	41261404.1198	46057451.142	5243354.04766	10553516.311	53857423.499
NMVOC - non combustion - Industrial paint application, general industry (continuous processes) - air	5543109.68949	5275894.55757	7608781.27175	727353.517303	1625208.37559	8508866.63485
NMVOC - non combustion - Industrial paint application, general industry (plastic parts) - air	9143998.8427	9245528.19493	13012276.4011	1237161.20594	2816988.58954	14354222.1984
NMVOC - non combustion - Industrial paint application, general industry - air	51907538.118	45112047.5443	59740883.4077	6124621.29653	12992965.1776	68437626.0883
NMVOC - non combustion - Inorganic chemical industry, fertilizers and other - air	11677276.6579	13008187.2809	13976965.1455	1631426.59152	3431483.2341	14704086.3558
NMVOC - non combustion - Leather coating - air	7927719.07987	9198038.7735	9506716.42422	1148589.96256	2429855.10853	9534540.10388
NMVOC - non combustion - Manufacture of automobiles - air	28022265.9149	29098226.1474	30890473.4436	3826073.79638	7836868.43907	33326190.019
NMVOC - non combustion - Mutton and lamb - air	53905.3410327	81009.7810589	59152.5174726	7234.21977755	15868.8296543	34041.672733
NMVOC - non combustion - Oil refinery - air	333560471.116	466181552.406	298408921.142	43520059.1138	75559483.9178	105702716.976
NMVOC - non combustion - Organic chemical industry - downstream units - air	37392221.4984	40324339.1337	42972915.2625	5104912.14138	10572414.1827	45457080.2345
NMVOC - non combustion - Organic chemical industry, storage - air	7878001.47236	8824614.0094	9482734.71885	1105255.25438	2332045.39898	9977937.58585
NMVOC - non combustion - Other industrial use of solvents - air	32078684.9535	32897417.8856	46725094.605	4404697.96469	10058781.8386	51270955.2232
NMVOC - non combustion - Pharmaceutical industry - air	11654759.7134	13085051.5505	15079857.5077	1535460.77766	3496324.82207	16110594.2543
NMVOC - non combustion - Polystyrene processing - air	8321750.08907	8959027.67618	9996479.7831	1115363.00081	2437542.69718	11016629.4075
NMVOC - non combustion - Polyvinylchloride produceduction by suspension process - air	4898780.7721	5888250.06488	4294845.25694	656138.840589	1378868.46099	5692897.98256
NMVOC - non combustion - Pork - air	272899.183018	672609.682462	530125.696263	59365.1466847	161098.959278	612379.242869
NMVOC - non combustion - Poultry, dressed - air	561689.701276	810114.477067	425486.23731	77605.2348184	170038.451736	691696.865327
NMVOC - non combustion - Printing, offset - air	6257108.83142	5917184.50368	8583525.21187	817410.021151	1812916.87982	9540232.2193
NMVOC - non combustion - Products incorporating solvents - air	5575304.34109	5879150.45161	8031289.08575	764627.179828	1750533.67102	8728276.55238
NMVOC - non combustion - Raw sugar - air	77541161.6274	62397651.8404	61457626.8942	8238495.90533	15101448.9702	76114060.9196
NMVOC - non combustion - Rotogravure in publication - air	3953271.23643	3842905.90737	5485438.13974	523645.537973	1173273.15635	6099153.72177
NMVOC - non combustion - Screen printing - air	2964536.68627	2976223.39522	3526982.43733	365248.022936	803229.698535	3869362.04339
NMVOC - non combustion - Steam cracking (ethylene and propylene production) - air	2784556.13112	3570272.13652	5550589.53442	512799.909544	1189303.67362	5108476.70091
NMVOC - non combustion - Synthetic rubber - air	4838772.51596	5393863.95811	5879662.04979	692310.978895	1467871.91266	6174656.21714
NMVOC - non combustion - Tyre production - air	5900989.47897	5838083.99483	7344310.23715	787323.568364	1679848.83662	7442149.26772
NMVOC - non combustion - Vehicle refinishing - air	9104573.80045	8027410.81005	12058230.6108	1156005.8869	2533937.90861	13638107.0915
NMVOC - non combustion - Wire coating - air	796780.843119	818606.313068	1160205.79095	109508.579785	250454.600236	1275346.6443
NOx - non combustion - Agglomeration plant - pellets - air	23743331.9686	31043031.009	37259288.6886	3973482.79679	8940552.85714	35285013.966
NOx - non combustion - Agglomeration plant - sinter - air	136892370.404	89002806.7171	178232517.163	17898024.0462	34086720.3375	170498282.432
NOx - non combustion - Bricks production - air	46.3673259151	27.2820843408	54.0584156308	5.8998297097	7.75355796786	57.9599569224
NOx - non combustion - Cement production - air	446383834.347	302311279.378	460580826.331	53107488.166	93147075.2367	422394666.389
NOx - non combustion - Chemical wood pulp, dissolving grades - air	341783.829177	295763.586836	286148.198731	29834.0174346	56257.7493004	263755.540571
NOx - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	6091076.58618	5198602.3969	4393991.30788	666162.197327	1258386.42486	6519192.87987
NOx - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	102183.626345	287177.029568	235243.067626	26317.9599837	70384.5414979	206964.590229
NOx - non combustion - Glass production - air	974267.411063	64567.618455	1391345.84183	107516.574555	186320.025006	1568537.60372
NOx - non combustion - Lime production - air	42044999.7543	31717435.0149	46555623.8837	5263775.91056	9666191.48221	42647988.8497
NOx - non combustion - Nickel, unwrought - air	49209.0133753	66563.9968669	56332.4556719	6170.35990586	14089.2553575	54548.9186802
NOx - non combustion - Oil refinery - air	147095330.775	202502064.126	128100154.888	18929491.637	32561055.2159	45916375.7567
NOx - non combustion - Pig iron production, blast furnace - air	42802253.7587	24927221.3908	58324182.9397	5561950.08051	10706787.9782	58934268.204
NOx - non combustion - Production of coke oven coke - air	24965898.1147	6937718.00478	38126467.3513	3064416.60335	5837516.35481	42289561.4176
NOx - non combustion - Production of gascoke - air	127200.475518	0	177718.677708	13773.0470148	23157.1926642	204225.853827
NOx - non combustion - Refined copper; unwrought, not alloyed - air	387526.48324	329085.281097	432357.666421	45529.1423352	91307.2643597	466810.254116
NOx - non combustion - Refined lead, unwrought - air	305432.264751	180912.550062	374150.507814	35592.7325525	68481.1904652	420172.939091
NOx - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	9126193.10969	2035013.25003	12088672.4351	1026519.11215	1819846.50386	13370593.6832
NOx - non combustion - Steel production: basic oxygen furnace - air	5593090.32398	3055723.19727	7690956.33861	720567.692818	1384641.81072	7902625.31935
NOx - non combustion - Steel production: electric arc furnace - air	3966242.28868	3355605.01148	5134946.54513	546236.807663	1104267.76288	5287368.32054
NOx - non combustion - Sulphuric acid production - air	718245.786102	609823.103823	920539.228746	95226.3888975	189932.866093	889229.288575
NOx - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	390263.925752	358957.515191	441979.654666	49727.5663786	100467.445534	468535.96338
NOx - non combustion - Zinc, unwrought, not alloyed - air	506902.68385	341839.093445	607234.342378	51633.079726	98802.8554895	614562.569296
Ni - non combustion - Agglomeration plant - pellets - air	2089.41321324	2731.7867288	3278.8174046	349.666486117	786.768651428	3105.08122901
Ni - non combustion - Agglomeration plant - sinter - air	102148.550192	50584.4494917	134357.964897	12727.9780576	23630.1702466	135608.999054
Ni - non combustion - Glass production - air	56.2224495411	5.52178137336	75.3211138816	5.78142242028	9.7364735532	83.472690321
Ni - non combustion - Production of coke oven coke - air	210524.755322	33081.5677975	298004.948491	23988.1909385	42712.1249029	336249.631426
Ni - non combustion - Production of gascoke - air	1274.05159292	0	1780.04652502	137.952098191	231.944559023	2045.54482462
Ni - non combustion - Steel production: basic oxygen furnace - air	575604.084769	672446.227437	533076.636591	80186.4112675	150432.878804	333564.75791
Ni - non combustion - Steel production: electric arc furnace - air	1555606.8731	1008338.43982	1698299.40345	192332.515472	342317.455128	1555481.70588
Ni - non combustion - Steel production: open hearth furnace - air	39678.898837	184795.333	219680.873473	17954.199712	53944.7340303	190628.918246
PAH - non combustion - Agglomeration plant - pellets - air	36.0898645923	47.1854071337	56.6341188066	6.03969385111	13.5896403428	53.6332212283
PAH - non combustion - Agglomeration plant - sinter - air	363194.845127	179855.820415	477717.208521	45255.0330938	84018.383099	482165.329969
PAH - non combustion - Pig iron production, blast furnace - air	5153098.26865	3144771.07324	6746303.27722	664515.872295	1267760.7651	6745069.10617
PAH - non combustion - Production of coke oven coke - air	631574.265966	99244.7033925	894014.845473	71964.5728155	128136.374709	1008748.89428
PAH - non combustion - Production of gascoke - air	3822.15477877	0	5340.13957505	413.856294573	695.833677068	6136.63447386
PAH - non combustion - Steel production: basic oxygen furnace - air	442.772372899	517.266328797	410.058951223	61.6818548211	115.71759908	256.588275315
PAH - non combustion - Steel production: electric arc furnace - air	35556728.5281	23047735.7672	38818272.079	4396171.78222	7824398.97435	35553867.5632
PCB - non combustion - Agglomeration plant - pellets - air	683.807960696	894.039293059	1073.06751423	114.436304547	257.487922285	1016.20840222
PCB - non combustion - Agglomeration plant - sinter - air	4085.94200769	2023.37797967	5374.31859587	509.119122306	945.206809865	5424.35996216
