region	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Asia	Asia	Asia	Asia	Asia	Asia	Asia	Asia	America	America	America	America	America	America	America	America	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Other	Other	Other	Other	Other	Other	Other	Other
sector	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other
stressor																																																
PM2.5 - non combustion - Steel production: open hearth furnace - air	162401.234274	210921.135324	33496010.4278	36131.2709134	11308.669953	260159.63059	52463.8993393	113954.72785	0.0159259102091	41.0459199232	5615770.76353	2034.73174968	2224.00962795	4789.64847872	4.50993591588e-05	313.33432539	129.914254388	7270.99379886	1804016.28268	1109.44039602	28.7557738474	785.582912628	81.4303354373	536.854922075	3.66570105544	0	233233.83337	0	0	916.266310016	0.309987602464	1168.4719456	200.156414583	20840.2534965	274932.389238	279.163153559	41.2095218078	710.235544036	196.969038934	857.498122595	29.5422020758	43534.1229967	1340464.92189	766.238171864	290.934099352	2583.65576177	383.560904303	1505.50221158
PM2.5 - non combustion - Tin ores and concentrates - air	0.0121857843766	65.5870147412	12.2069485587	0.00103229011021	0.000108397593516	0.555330905281	0.0208278652935	1.01068495047	0	273.89053629	0	0	0	0	0	0	0.225385435815	35.4002480767	5.75186724702	0.287491395356	0.0567324874659	0.463651383649	0.251727620272	0.271344495212	0	4.88985319914	0.000297931112849	2.42329015611e-05	0	0.00508177410584	0	0.00277302854732	5.09557553421e-05	19.6750253592	0.873966896762	0.0657546244813	0.0063473145799	0.0426818925934	0.0323517713863	0.147137824889	0.00820790938614	11.6794516814	0.855456827555	0.0432093065354	0.00948464166315	0.0133156099367	0.00397290832845	0.0680244456458
PM2.5 - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	1.10110832111	124.492422398	134409.191046	173.701399157	66.6963594784	409.674517086	11.81179971	721.344118905	5.03076390826e-06	0.0237327690903	354402.642845	16.3879074784	12.0397901796	80.0370501736	0.000274539171286	0.304345927259	138.532309793	2448.17057566	132432.748754	1547.4229869	3.32109738138	707.521323423	62.124201907	215.359326107	0	0	71006.4027724	24.9874452204	0	41.993374351	0	421.633439802	113.4876426	1860.23615405	14353.3441476	89.4802278777	8.80151763225	258.712139453	109.843072615	201.814166997	68.4935925561	3503.17196665	159366.768793	357.609226626	104.995745228	1584.35994582	268.40951316	421.848128383
PM2.5 - non combustion - Zinc ores and concentrates - air	0.279216811393	2886.46972417	138.202235649	3.50722674297	1.04118969706	30.3208731493	2.70160807912	6.71043879741	4.0462261821e-06	3997.07010599	10.3731290075	0.0645961511201	0.0286763202051	0.132062979779	0	0.569923257333	7.77338742283	2670.67104018	196.197053771	9.92234088878	1.9602578265	15.9838552289	8.68107354239	9.58275349676	0	3239.07838815	0.197351983687	0.0160520703858	0	3.36620835214	0	1.83687658332	0.00220785731156	905.261295544	37.8534311866	2.84796665687	0.274915117025	1.85713433305	1.40209797915	6.41901621723	4.39184685424	6249.56796788	457.969871788	23.119076148	5.07529689819	7.12877247715	2.1296543213	36.4064517087
PM2.5 - non combustion - Zinc, unwrought, not alloyed - air	3.67970760675	694.212743119	141980.902657	189.779213336	59.9740413421	511.679932748	51.2250464235	1270.60857012	0.000141442237011	0.48708874384	526630.665789	3.35650472683	3.35921558034	20.9944178582	2.01088439811e-05	2.94214866178	101.555257166	1239.82746967	63114.396344	3749.30354819	5.08113821656	157.24487326	56.1256374209	107.697894999	3.49922354796	0	89431.9846505	33.6630599732	0	872.773349471	0.29590954137	538.241101924	514.665928048	62111.5213413	88943.418761	1028.84335002	97.367948718	1433.3215036	556.986125809	1793.31567107	10.5572428128	6164.30279195	86415.8606048	379.582239124	107.48600795	1433.08984813	319.200973243	345.868989374
Pb - non combustion - Agglomeration plant - pellets - air	23.5527305997	24.0210808681	8363.60082001	9.296923896	4.61778114573	51.5223894488	8.3176817373	37.959374463	3.35098793671e-05	0.0941323291794	6653.52222118	0.401289154814	0.387977060414	0.895983547175	7.48453445559e-09	0.758177770661	0.314654704531	17.7078858111	3042.75613688	3.26713592004	0.0696542415305	1.94990152336	0.201099886109	1.41975948865	0.00132342391723	0	84.2041477797	0	0	0.330798592379	0.000111914474459	0.421852108512	0.484782503563	50.4754758221	665.891284289	0.676138272992	0.0998102168955	1.72020350122	0.477062621339	2.07687616476	0.0718230625314	105.612059903	3266.50753469	1.86868792654	0.708193458942	6.29530378234	0.933294080189	3.66061648203
Pb - non combustion - Agglomeration plant - sinter - air	4175.696892	8241.34333881	1876334.50015	1697.8578581	570.995885554	9217.39632084	1873.80787207	6900.4833703	0.0116343214854	32.5422960348	11804968.4735	209.050559351	211.825004574	476.893499236	4.16937453743e-06	442.884767044	240.621839132	13172.8101431	881714.353424	419.705451574	53.2398793758	1321.95333016	139.900831024	646.636833283	2.60549083704	0	165776.915941	0	0	651.259728748	0.220331621591	830.521338634	370.721479471	38599.4604513	509218.464494	517.054512174	76.326581512	1315.46906556	364.817953377	1588.22275726	53.9914619029	80173.2653383	2429609.47396	1384.85133758	529.376006456	4684.69784194	698.912118787	2750.29583416
Pb - non combustion - Glass production - air	0.000164648801927	0.303442339589	28.6437913616	0.000622213101592	4.39203691729e-05	2.36571929241	0.0526527193885	0.273555529032	0	0	734.173634115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67572921663	5.19651319608	44.653385879	0.214063326334	0.0263512728834	0.647403006187	0.178945233192	0.563539573862	0	0	0	0	0	0	0	0
Pb - non combustion - Nickel, unwrought - air	0.00666356112146	3.48989727101	1063.12808806	0.605025555203	0.390151364237	3.12136691262	0.416799243359	4.57429154865	0	0	973.254529061	0	0	0	0	0	0.659245736311	19.9486729355	576.723674308	19.8297830044	0.192988375262	3.59593611338	0.763883031569	2.71243221168	0.0644103949426	0	1143.08826737	0.289082161252	0	15.5096609547	0.00544682274959	5.92458105694	0.164518057343	5.69946844601	245.37995274	0.535318001715	0.0449568698049	0.84814283989	0.330188290973	1.61105788027	0.294239626214	12.5192863207	1345.98889456	4.44625132119	1.11827460496	27.2862977633	2.17299624491	4.30942424821
Pb - non combustion - Pig iron production, blast furnace - air	2.17141517621	3.61107616042	798.160089246	0.686607742723	0.305357609413	5.10547212656	0.907034127833	3.03698644983	4.08859274013e-06	0.0115627086756	3360.52901015	0.01025948487	0.00452988039355	0.017994605693	4.13053097251e-11	0.152377677932	0.0816840206455	4.49493306955	409.124671825	0.272661096291	0.0180749922382	0.459358686382	0.0483616944435	0.247045871858	0.000831275648007	0	52.8907303242	0	0	0.207782865839	7.02962792696e-05	0.264975855659	0.12584901309	13.1033788778	172.864656495	0.175524763669	0.0259106242497	0.446562966592	0.123844940023	0.539154803908	0.0184297971248	27.2805296457	832.201457947	0.474911647812	0.181031281041	1.60436979125	0.238866330674	0.938968998321
Pb - non combustion - Production of coke oven coke - air	395.222974078	1474.36002343	223735.256746	1332.5376667	406.384143994	2455.20263642	1772.14892829	3475.60965264	0.00346467744241	14.2050010383	3351395.4592	5.89741972719	3.96708698353	295.656945622	0	5.64960802409	62.1876337986	1610.2137943	87996.3330752	128.994948694	46.9303348989	536.399143961	135.631340093	340.90571428	0.816211947195	0	10862.5540323	0	0	200.924941818	0.0690224273027	42.714480555	13.7018161606	7027.56761037	17907.7264802	505.294581749	29.3698084065	1137.22908369	863.192395661	4136.12401872	24.6607969151	8256.90588646	43406.3548822	1020.03387282	271.918197436	3061.7998884	1212.26833384	638.49167963
Pb - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	21878.1583991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pb - non combustion - Refined copper; unwrought, not alloyed - air	0.0966878188037	44.9688613447	5161.2168773	7.70062334939	2.28698149196	15.6675332251	2.33260778442	28.2002473093	1.09415879055e-05	0.0338399592451	16380.4130316	0.492730268718	0.349674115619	2.73237055945	7.7394396792e-06	0.226331798214	4.26703361669	65.8240494491	5121.80079815	82.5342311743	0.0830772366228	17.8893805912	1.58320609668	5.4749095123	0	0	4008.75540481	1.41069751697	0	2.37078854615	0	23.8038439446	10.0493233508	164.723790119	1517.34320821	7.92346834284	0.779373812316	22.9089430758	9.72659691625	18.759823344	2.96469932278	111.658443844	6016.68331111	14.3473202452	3.91151080073	64.7052721843	11.21743191	15.6693371586
Pb - non combustion - Refined lead, unwrought - air	0.225880502112	12.4692832715	3603.67916825	6.66301397047	3.05247799072	24.1098160066	1.98968753581	15.690093859	2.1231223697e-06	0.00729417565791	18335.1732944	0.0231885717117	0.0204760579634	0.198664305586	1.14567978969e-07	0.0438367169964	3.66627713513	50.2955977489	3302.20924909	92.0293626414	0.243728587674	7.12932071256	2.61752484285	4.93380008455	0.0646231985798	0	1651.61808734	0.621684947997	0	16.1182630104	0.00546481834941	9.94016562153	2.0450684947	246.805371272	630.201877046	4.0881958693	0.386899760534	5.69542394404	2.21323137165	9.02476049707	0.319395533599	191.974547852	2484.46576192	10.7571032978	3.09322674514	39.7927224736	8.96395628973	10.1866823266
Pb - non combustion - Steel production: basic oxygen furnace - air	78088.423937	62155.9415247	10699394.5385	13032.7436952	4846.4842185	110115.117413	22135.1284587	43776.7679879	0.0708352771911	196.025712738	9779713.29231	2325.45411443	2454.00702858	5386.2955832	4.90995091086e-05	799.54930947	3164.87043397	172694.256034	10601634.834	2306.37477498	700.217739542	17125.9385247	1818.63316063	7828.4442587	1.10908458127	0	70566.5968143	0	0	277.223052674	0.0937890092718	353.529706571	4876.05553115	507694.112846	6697689.90432	6800.75650753	1003.91444943	17302.2081762	4798.40715452	20889.7050456	710.894611214	1054984.68213	32011409.7364	18250.3567539	6972.63888708	61721.5162423	9204.62302643	36213.8113354
Pb - non combustion - Steel production: electric arc furnace - air	9302.52790262	8206.23537706	1591747.68378	1829.95718012	794.477083783	14350.0738026	2768.03679443	6585.60213354	0.109548511709	309.905630577	12331826.0536	225.970933025	67.2645938132	352.9918834	4.67633416785e-09	1084.28198441	587.050867289	32056.4625653	2159463.26358	558.226185914	129.884804097	3187.29874137	338.208768608	1479.82247759	0.221463650476	0	14090.8424805	0	0	55.3563094086	0.0187279281658	70.5933349821	904.458077584	94172.0286761	1242352.49095	1261.47028426	186.215790036	3209.38140368	890.0551035	3874.82512169	130.623980903	194904.650646	5846966.01371	3326.56225264	1277.15166378	11276.7125648	1687.70378485	6652.12125057
Pb - non combustion - Steel production: open hearth furnace - air	78778.4074818	102314.68507	16248101.8949	17526.7366889	5485.66542105	126158.400221	25446.1238651	55275.9782773	0.00772542062028	19.9107612683	2724126.32533	987.017910398	1078.83377552	2323.3867726	2.18770239586e-05	151.99379041	63.0194598927	3527.05023976	875101.291319	538.172927	13.9489953985	381.07451017	39.5006366494	260.420285594	1.77817670386	0	113138.240892	0	0	444.467069834	0.150370345221	566.808247958	97.0928802273	10109.2949774	133365.586082	135.417866516	19.9901220924	344.524629669	95.5467320171	415.9595019	14.3304799587	21117.7513282	650239.465873	371.690666029	141.127776101	1253.29273083	186.059652492	730.296584373
Pb - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	0.0502410363125	5.68030246836	6132.78177875	7.92559472603	3.04320124935	18.6925045381	0.538945212536	32.9132705448	2.29542168876e-07	0.00108287158566	16170.5762341	0.747742469043	0.549347892498	3.65190623578	1.25265899906e-05	0.0138866036064	6.32091018965	111.704384059	6042.60126962	70.6053464367	0.151534023435	32.2825682274	2.83458423124	9.82634997464	0	0	3239.85859677	1.14011956736	0	1.91606094079	0	19.2381626345	5.1781797155	84.8782906948	654.910030831	4.08277668226	0.401592975451	11.8044389853	5.01188638223	9.20831556543	3.1252048548	159.841667356	7271.53856205	16.3168852657	4.7907139993	72.2906947883	12.2469078099	19.2479583799
Pb - non combustion - Zinc, unwrought, not alloyed - air	0.167896581968	31.6753283643	6478.26153825	8.65918835212	2.73647735751	23.3467766874	2.3372808725	57.9749422347	6.45368346564e-06	0.0222247373828	24028.9441975	0.153149579048	0.153273269049	0.957926926673	9.17520230562e-07	0.13424346626	4.63373245411	56.5704715247	2879.76452251	171.072084463	0.231840632527	7.17472135665	2.56088355131	4.914006869	0.159661510106	0	4080.57545495	1.53596788443	0	39.8226375215	0.0135016707514	24.5587016539	23.4830207748	2834.00564623	4058.28331879	46.9437521428	4.442675215	65.3991585836	25.413993915	81.8248632064	0.481702671165	281.262937056	3942.95666229	17.3194632116	4.90433895104	65.3885886783	14.5644051364	15.7812052833
SOx - non combustion - Agglomeration plant - sinter - air	483990.350346	764597.450057	158151809.996	152958.165988	58777.0784108	919602.430137	188206.938511	528472.959082	0.664818370591	1859.55977342	1105556892.23	11945.7462486	12104.2859757	27251.0570992	0.000238249973567	25307.700974	24942.1723534	1363253.95349	87135053.6463	31012.5346204	5518.5380567	136013.213733	14418.2809585	64397.4777366	148.885190688	0	9472966.62522	0	0	37214.8416427	12.5903783766	47458.3622076	38427.9293577	4001109.78621	52784131.1197	53596.3934334	7911.7953636	136357.764853	37815.9867101	164630.633238	5573.43666172	8295879.1693	250149301.592	142453.035369	54570.8722535	482388.537154	72079.8861511	283870.085232
SOx - non combustion - Bricks production - air	1089992.24318	6026775.25289	722863.865498	16737.6538033	4967.31131055	247943.434128	882755.307094	90944.3767818	0.324549430379	542857494.462	408385.531353	138.322876861	143.321526858	532.191728393	0	2421.28044198	122228.369139	45357345.8625	2456244.53264	19847.1205353	4746.18823283	1198960.81632	18919.9993569	195617.030488	0	733053.476191	0	172.382411131	0	3260.67887593	0	12156.7476053	22280.4762515	43577156.1047	2763314.89556	73916.6572706	5441.85191137	155165.607476	71727.9361331	521337.898597	143181.112473	126887309	14062443.0164	197063.739756	44841.4222393	496999.522303	183070.385631	1271730.94343
SOx - non combustion - Cement production - air	49401.2857786	622817.769271	39461167.7598	32500.6447468	4780.70560168	512452.226495	94204.2708289	264455.990181	12.3532416599	4897.04626156	329109238.926	2128.61170313	1978.26494397	37066.4833869	0	14641.6519182	163502.500559	1252781.74591	80538575.3905	18860.020935	4333.12814593	371856.473211	31855.0936783	142780.214931	0	0	2764005.76947	0	0	830.677007919	0	16979.8785965	724628.487195	8251258.52363	38225830.507	82409.6403922	9759.29687803	694123.653269	131310.890575	405575.722688	3335274.74836	21900652.4166	175356962.953	470848.784071	81085.0428039	4326673.98682	971765.243643	1327308.66792
SOx - non combustion - Chemical wood pulp, dissolving grades - air	239.410308386	191.315259269	1125078.68038	4461.98370184	281.513822847	3254.49382374	112.302885692	3015.76385405	0.000451464397599	0.421875671567	1145443.52526	1133.72707401	1243.72272489	710.459623224	0	2.191065835	43.3460281219	46.8407254259	1112395.90754	23811.9268107	2.36417658243	145.979043535	138.83784349	1197.56767945	0	0	0	0	0	0	0	0	1050.48590515	3172.82437947	1903751.63391	2376.67192328	220.407101946	9978.7292059	694.202007114	7374.71447831	805.638422107	3687.4651709	329012.004171	5452.87746409	901.84337958	85844.6297149	2292.15170633	6763.12941613
SOx - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air	25466.857947	25118.0334696	21074813.0634	44515.7933129	4029.86935056	204697.372833	20537.145869	135708.293794	0.00245437291919	2.29351468037	55954264.0379	6958.78964604	6761.46201379	3862.39284578	0	11.9116649688	128923.657983	139317.901227	48668067.2207	300610.265164	7031.74676734	172643.472394	19085.8326473	107958.298162	0	0	1960010.90531	2437.54287719	0	3454.92557183	0	2721.88527939	5199.90523049	15705.4806784	4280680.42369	11764.5260202	1091.01515463	49394.7095692	3436.29993522	27463.1718132	16043.0654417	75817.6720229	6335835.34682	111130.175608	18110.1552137	1763426.83111	46505.3037317	135652.433892
SOx - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air	1380.36699388	2008.24314021	4371468.99085	5908.96955232	713.555398162	30958.0957567	4270.95103461	24289.9540505	5.44412950045e-05	0.0508732427478	129279.772943	136.42144909	149.97832859	85.6730722123	0	0.264216762456	715.209464011	772.871969528	859362.255419	8460.82980313	39.0089136101	976.074164578	143.818173504	921.905746669	0	0	187801.314814	233.556739919	0	331.038752497	0	260.801423531	0	0	0	0	0	0	0	0	1310.48702212	3738.19602485	739600.570659	6461.27269001	1323.73913768	88556.9546504	2913.85705579	10078.2515597
SOx - non combustion - Glass production - air	0.0973031281047	179.326472442	16927.7302212	0.367711640923	0.025955787458	1398.07811946	31.1163776459	161.664150444	0	0	867754.764011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691.593932425	2144.66452009	18428.9982115	88.346551566	10.8754924465	267.191134744	73.85288523	232.579671046	0	0	0	0	0	0	0	0
SOx - non combustion - Lime production - air	15101.7462732	184517.222474	10503434.7199	7611.09482845	1144.6872511	154837.350684	24825.042534	72681.9896278	1.27954359518	494.838586501	45266549.8464	81.215522593	43.100057957	1641.31626143	0	1853.40231777	10294.4609809	102934.855968	7169260.36674	1187.46654607	272.822852684	23530.0240759	2150.21803163	9886.67428602	0	0	512054.540412	0	0	153.889669195	0	3145.66055795	45624.1321176	519516.5739	2406778.60748	5188.68411531	614.465837329	43703.4836778	8267.6095764	25535.8996818	238704.062923	1461970.50779	11832089.7246	33070.1943232	5657.76830289	302694.383491	68866.6384146	91546.261219
SOx - non combustion - Nickel, unwrought - air	19.2490490521	2008.41545485	1524022.22931	1586.81593343	1175.58916068	12177.713648	1312.89123898	5847.14564739	0	0	2713263.70913	0	0	0	0	0	49406.8150936	1097741.8215	29768263.5721	300474.905021	14462.9589347	265159.981301	56327.0436536	192055.632292	587.953228768	0	10434378.4596	2638.80993493	0	141575.83172	49.7198786779	54080.9688348	12329.7168127	427143.5796	18389867.8216	40119.1180622	3369.26828844	63563.6063388	24745.782854	120739.861347	22051.6296198	938251.141089	100874409.6	333221.900099	83808.4853459	2044956.82555	162854.028108	322967.46913
SOx - non combustion - Oil refinery - air	36926.1591882	2720076.57934	113080915.01	28707.0781373	18334.6549664	133669.597315	249507.686233	404296.949257	3.22929625985	2086526.16257	53065083.1231	35168.4718556	1109.00665608	6098.72170216	406.695882645	316.48197123	15933.3714356	10758849.0867	82381311.7598	128292.4649	35763.5630284	119031.845995	56211.8775612	171158.768127	155.178591949	0	4254223.17396	0.00762092761763	0	185.81578224	0	4547.33777416	4416.84161035	85417193.0412	78488659.5813	580443.542057	12763.0067587	555781.196102	103071.765769	982454.756738	8414.02391982	207357744.224	458931957.267	5506657.07493	74485.7103338	1201194.38625	162190.628906	2126580.4698
SOx - non combustion - Pig iron production, blast furnace - air	8896.2324236	33510.5277066	11540321.3874	18064.1947403	6463.70647796	44451.5734998	5389.99073817	53720.2004396	0.0163543709605	46.2508347023	16068418.7016	41.03793948	18.1195215742	71.9784227719	1.652212389e-07	609.51071173	5227.77732131	285322.375773	17729630.4242	4168.74713317	1156.63394745	28318.0847373	3006.44177041	13006.9168645	3.32510259203	0	211562.921297	0	0	831.131463355	0.281185117078	1059.90342264	8054.33683779	838616.248173	11063338.0157	11233.5848748	1658.27995198	28580.0298619	7926.07616146	34505.9074501	1163.28642769	1735693.52938	52072517.8351	29626.3837078	11374.014051	100429.165879	15030.2105338	59241.3061957
SOx - non combustion - Production of coke oven coke - air	18720.8985782	95521.4316085	15768297.5675	65683.9014857	19948.0414966	128508.354825	118023.002269	235835.989736	0.202106183852	828.625059385	79748482.9421	344.016150262	231.413407042	17246.6551366	0	329.560467601	4601.29991255	119108.484445	6096493.87885	9406.6958686	3472.40331679	39687.5022046	10026.418979	24837.5952468	47.6123635183	0	633648.984313	0	0	11720.6215892	4.02630825357	2491.67802882	1013.80550522	519973.896028	1325003.30458	37387.0458288	2173.08954526	84144.2544716	63868.117374	306034.269568	1802.40313904	604789.393874	3176500.65074	74729.8772737	19899.135553	223727.628863	88777.1425527	46737.2272244
SOx - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	477815.840208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOx - non combustion - Refined copper; unwrought, not alloyed - air	184.39043074	86454.5314336	12344729.0569	20736.8136278	7801.54585841	38050.9487198	4069.40613913	60506.5527225	0.57400797076	1780.53089908	260525726.27	36227.0898494	25972.326264	193810.107712	0.580028120164	11534.7375677	319790.526181	4390690.22894	202717968.24	1003954.09848	6226.17753753	1332900.30591	115198.161693	405419.247367	0	0	36592861.8466	12877.1786085	0	21641.1152529	0	217287.084123	753141.102415	12345135.3443	113716465.943	593820.04881	58409.7487673	1716898.34638	728954.544356	1405944.81252	221424.617216	8351606.34593	449636556.927	1071903.31635	292331.891284	4833824.06445	837918.693206	1171084.80518
SOx - non combustion - Refined lead, unwrought - air	906.017773265	51042.4973497	13329973.7036	24059.0598979	10759.5812776	94387.7379003	6636.60821472	57697.1402992	0.111381380257	382.898345399	61538043.7334	1590.53969614	1486.10682017	12024.1657724	0.00858623520909	2304.21388591	274767.156646	3181631.38619	51540352.0005	1115867.32967	18266.1040988	527141.383037	191260.12174	365649.78375	589.895750401	0	15076358.2184	5674.88637164	0	147131.294374	49.8841467443	90736.1688571	153266.55207	18496695.0424	47230138.7721	306387.627945	28995.9932626	426840.466588	165869.427917	676355.793573	23001.4341732	13966740.5618	175563841.605	755908.287437	218663.031634	2773645.25773	627642.021063	726440.740118
SOx - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	6159.48438885	3127.63408127	10194618.0822	14043.0213147	1395.65085706	62857.9198484	17929.3713579	57350.7614245	0.00594516645937	5.55552354949	304267280.177	25532.2823971	16378.1212164	9355.77809719	0	28.8533297016	31079.1021633	33584.8001304	6447255.07027	38431.6605531	1695.1146096	40866.8255561	4410.86338505	23474.3524096	0	0	4911930.16351	6108.66008494	0	8658.29525895	0	6821.24286617	4292.7356167	12965.5201964	2048679.1299	9712.1000522	900.677878736	40777.3641335	2836.80691621	20060.8646403	17950.4713395	62903.1665056	9072554.36108	100972.010624	18873.4787213	1477441.47498	44129.850475	142825.152717
SOx - non combustion - Sulphuric acid production - air	546279.813031	600404.306744	53201756.3168	97179.8422953	17166.5463721	765401.851797	127243.642253	673191.148369	75349.4689886	123.036929683	165321198.91	2726.64898707	2890.53875403	36508.1785739	0.000681519869828	4103.30135541	41380.7974201	240516.33281	47766246.9048	2599.1079394	132.776141524	24427.799727	2894.06482367	55340.762167	1207.59071261	0	11137784.8481	1690.13958465	0	321834.626095	139.261030687	104473.002818	1361573.6543	1846000.5745	19783560.1371	82309.3051043	1076.67515698	36360.7761786	9334.81552376	98842.9231442	2026856.61176	11854730.1249	89462339.8048	341934.900235	54087.1596168	853969.177009	105926.044416	538663.593098
SOx - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	1400.91731781	54042.9970659	21520750.3915	32784.4280638	12972.6060818	68457.071016	3424.3932722	108410.654079	0.0120420395741	65.3038721115	372696341.927	56024.4630674	41165.6755428	273463.853275	0.93879851068	941.342836011	473717.194911	7911490.98196	341512381.452	896304.282882	11356.6345489	2412775.16692	209506.256579	732279.134773	0	0	29574191.0047	10407.279468	0	17490.2547587	0	175610.471673	388075.877679	6361157.58181	49081877.9916	305981.489903	30097.1683064	884677.294228	375613.113772	690112.228879	234216.787286	11979247.2948	544961524.046	1222860.13974	359037.469175	5417787.01579	917837.880937	1442527.82874
SOx - non combustion - Zinc, unwrought, not alloyed - air	557.829758105	42989.1218635	13737148.439	27589.1753932	10021.2981773	55564.2666297	3107.85429955	154675.472168	0.33856747138	1167.83835955	131110997.762	11029.9161687	11339.6769134	63083.6820491	0.0687630573535	7078.52549438	347272.57219	3143463.17673	122568887.387	2038570.69674	17375.1650829	524348.601703	182768.706247	360615.983178	1457.42780278	0	37248452.1497	14020.6759754	0	363510.398123	123.246425039	224177.602771	1759922.289	212393020.122	304145848.028	3518174.11046	332953.890755	4901304.56284	1904638.02644	6132320.11043	36100.9461169	21079098.6705	295502754.141	1297997.80156	367553.029719	4900512.40701	1091521.46444	1182713.89322
Se - non combustion - Agglomeration plant - pellets - air	23.5527305997	24.0210808681	8363.60082001	9.296923896	4.61778114573	51.5223894488	8.3176817373	37.959374463	3.35098793671e-05	0.0941323291794	6653.52222118	0.401289154814	0.387977060414	0.895983547175	7.48453445559e-09	0.758177770661	0.314654704531	17.7078858111	3042.75613688	3.26713592004	0.0696542415305	1.94990152336	0.201099886109	1.41975948865	0.00132342391723	0	84.2041477797	0	0	0.330798592379	0.000111914474459	0.421852108512	0.484782503563	50.4754758221	665.891284289	0.676138272992	0.0998102168955	1.72020350122	0.477062621339	2.07687616476	0.0718230625314	105.612059903	3266.50753469	1.86868792654	0.708193458942	6.29530378234	0.933294080189	3.66061648203
Se - non combustion - Agglomeration plant - sinter - air	23.8611250971	47.0933905075	10721.9114294	9.70204490342	3.26283363173	52.6708361191	10.7074735547	39.4313335446	6.64818370591e-05	0.185955977342	67456.9627058	1.19457462486	1.21042859757	2.72510570992	2.38249973567e-08	2.5307700974	1.3749819379	75.2732008178	5038.36773385	2.39831686614	0.304227882147	7.5540190295	0.799433320137	3.69506761876	0.0148885190688	0	947.296662522	0	0	3.72148416427	0.00125903783766	4.74583622076	2.11840845412	220.568345436	2909.81979711	2.95459721243	0.436151894355	7.51696608892	2.0846740193	9.0755586129	0.308522639445	458.13294479	13883.4827084	7.91343621473	3.02500575118	26.7697019539	3.99378353592	15.7159761952
Se - non combustion - Glass production - air	7.74817891421e-05	0.142796395101	13.479431229	0.000292806165455	2.06684090225e-05	1.11327966702	0.0247777503005	0.128732013662	0	0	345.493474877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.788578454882	2.44541797463	21.0133580608	0.100735682981	0.0124005990039	0.304660238206	0.0842095215021	0.265195093582	0	0	0	0	0	0	0	0
Se - non combustion - Steel production: basic oxygen furnace - air	58.5663179526	46.6169561435	8024.54590385	9.77455777142	3.63486316388	82.5863380594	16.601346344	32.8325759909	5.31264578933e-05	0.147019284554	7334.78496925	1.74409058583	1.84050527144	4.0397216874	3.68246318314e-08	0.599661982102	2.37365282547	129.520692025	7951.2261255	1.72978108124	0.525163304655	12.8444538936	1.36397487047	5.87133319403	0.000831813435953	0	52.924947611	0	0	0.207917289505	7.0341756954e-05	0.265147279929	3.65704164836	380.770584634	5023.26742824	5.10056738064	0.752935837073	12.9766561321	3.59880536589	15.6672787842	0.533170958411	791.238511593	24008.5573023	13.6877675654	5.22947916531	46.2911371817	6.90346726982	27.1603585015
TSP - non combustion - Agglomeration plant - pellets - air	29440.9132497	30026.351085	10454501.025	11621.15487	5772.22643216	64402.986811	10397.1021716	47449.2180788	0.0418873492089	117.665411474	8316902.77646	501.611443518	484.971325518	1119.97943397	9.35566806949e-06	947.722213327	393.318380664	22134.8572639	3803445.1711	4083.91990005	87.0678019131	2437.3769042	251.374857635	1774.69936082	1.65427989653	0	105255.184725	0	0	413.498240475	0.139893093073	527.31513564	605.978129454	63094.3447776	832364.10536	845.17284124	124.76277112	2150.25437652	596.328276674	2596.09520595	89.7788281643	132015.074879	4083134.41837	2335.85990818	885.241823678	7869.12972794	1166.61760024	4575.77060254
